Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
Neftali Feliz,2 Tms,2,10,9,0,2,0,0.2,0,0.2,0.33333333,1.5,0.42857143,0.75,2.670034122,2.670034122,18
Tommy Hunter,NYM,3.1,14,10.80000001,0,4,0,0.28571429,0,0.28571429,0.16666667,0.6,0.22222222,1,1.670034122,2.728651398,1157
Andrew Romine,CHC,0.1,2,27.00000027,0,1,0,0.5,0,0.5,0.5,3.00000003,1,1,-2.829965938,-2.829965938,1159
Matt Bush,TEX,1.2,6,16.19999997,5.39999999,3,0,0.5,0.16666667,0.33333333,0,0.6,0,1,1.370034122,3.487268674,1246
Adam Ottavino,BOS,20.2,101,11.75806451,4.79032258,2.45454545,0,0.26732673,0.10891089,0.15841584,0.27380952,1.64516129,0.38983051,0.65789474,2.734550252,4.185880388,1247
Oliver Perez,CLE,1.1,6,0,0,0,0,0,0,0,0.33333333,1.5,0.33333333,1,3.170034122,7.139848917,1514
Sean Doolittle,2 Tms,24.1,99,11.09589041,2.5890411,4.28571429,0.73972603,0.3030303,0.07070707,0.23232323,0.22222222,1.10958904,0.3,0.53719008,2.635787542,3.815043407,1581
Matt Moore,PHI,22.2,100,7.54411765,3.17647059,2.375,1.19117647,0.19,0.08,0.11,0.28888889,1.5,0.32857143,0.73825503,4.272975302,4.187016681,1890
Zack Greinke,HOU,72.2,275,5.5733945,1.85779817,3,0.99082569,0.16363636,0.05454545,0.10909091,0.19921875,0.90825688,0.20772947,0.78467153,3.981960732,3.861899556,1943
Clayton Kershaw,LAD,36.2,135,9.08181818,1.47272727,6.16666667,0.24545455,0.27407407,0.04444444,0.22962963,0.17829457,0.79090909,0.24175824,0.61594203,1.997306852,3.038211441,2036
David Peralta,ARI,0.1,3,27.00000027,0,1,27.00000027,0.33333333,0,0.33333333,0.5,3.00000003,0,-1.66666667,45.17003454,11.46312059,2136
Adam Wainwright,STL,105,428,7.37142857,2.22857143,3.30769231,0.85714286,0.20093458,0.06074766,0.14018692,0.22921914,1.11428571,0.26910299,0.76851852,3.655748412,4.047587706,2233
Corey Kluber,NYY,32,134,10.6875,2.53125,4.22222222,0,0.28358209,0.06716418,0.21641791,0.21848739,1.09375,0.30952381,0.73684211,1.920034122,3.629259933,2429
Lance Lynn,CHW,76.1,325,9.90393013,3.65502183,2.70967742,1.1790393,0.25846154,0.09538462,0.16307692,0.22680412,1.27074236,0.28140704,0.80952381,3.929859452,4.376396713,2520
Jhoulys Chacin,COL,32.1,138,5.84536083,5.28865979,1.10526316,0.83505155,0.15217391,0.13768116,0.01449275,0.20168067,1.32989691,0.22105263,0.85051546,4.840137212,5.489260276,2608
Ross Detwiler,2 Tms,20.2,92,9.14516129,4.35483871,2.1,0.87096774,0.22826087,0.10869565,0.11956522,0.23684211,1.35483871,0.29090909,0.89041096,4.428098642,4.535991898,2859
Luis Avilan,WSN,1.2,7,5.39999999,0,1,0,0.14285714,0,0.14285714,0.33333333,1.2,0.33333333,-0.5,1.970034122,3.028651399,2882
Mitch Moreland,OAK,0.2,2,13.49999993,0,1,0,0.5,0,0.5,0,0,0,1,0.170034132,2.816577314,3086
Kenley Jansen,LAD,33.2,136,10.15841584,4.00990099,2.53333333,0.8019802,0.27941176,0.11029412,0.16911764,0.16949153,1.03960396,0.21518987,0.75471698,3.496766792,3.910554829,3096
Tony Watson,2 Tms,22.2,89,8.33823529,2.77941176,3,0.79411765,0.23595506,0.07865169,0.15730337,0.19512195,1.01470588,0.23728814,0.69306931,3.390622362,3.488995624,3132
Max Scherzer,2 Tms,87.2,351,11.08745247,2.66920152,4.15384615,1.02661597,0.30769231,0.07407407,0.23361824,0.19242902,0.99239544,0.25373134,0.83544304,3.284102562,3.934548025,3137
David Price,LAD,26.2,120,6.75,3.0375,2.22222222,0.675,0.16666667,0.075,0.09166667,0.27619048,1.425,0.31764706,0.76530612,4.107534122,4.654296456,3184
Will Harris,WSN,3,11,12,3,4,0,0.36363636,0.09090909,0.27272727,0.1,0.66666667,0.16666667,0.5,1.503367452,2.679608874,3192
Ervin Santana,KCR,26,116,7.61538462,4.5,1.69230769,2.42307692,0.18965517,0.11206897,0.0775862,0.2745098,1.57692308,0.28378378,0.83333333,6.477726432,5.62426962,3200
T.J. McFarland,STL,15,49,7.2,0.6,12,1.2,0.24489796,0.02040816,0.2244898,0.16666667,0.6,0.17647059,0.64516129,3.503367452,2.593403115,3237
Zack Britton,NYY,5.1,23,13.50000001,6.75,2,0,0.34782609,0.17391304,0.17391305,0.17647059,1.3125,0.33333333,0.88888889,3.545034122,3.875852022,3240
Joe Smith,2 Tms,11,44,6.54545455,0.81818182,8,0,0.18181818,0.02272727,0.15909091,0.25,1,0.29411765,0.41666667,2.260943212,4.987684682,3281
Charlie Culberson,TEX,0.2,2,0,0,0,0,0,0,0,0,0,0,1,3.170034122,5.816577299,3298
Darren O'Day,NYY,3.2,14,17.18181817,4.9090909,3.5,2.45454545,0.5,0.14285714,0.35714286,0.08333333,0.81818182,0,0.625,4.533670482,2.912974624,3321
Anthony Rizzo,CHC,0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.829965938,-2.829965938,3473
Danny Duffy,KCR,11.2,49,12.34285714,2.31428571,5.33333333,2.31428571,0.32653061,0.06122449,0.26530612,0.2173913,1.11428571,0.25925926,1,4.541462692,3.769533221,3542
Liam Hendriks,CHW,36.2,132,14.23636364,0.73636364,19.33333333,1.22727273,0.43939394,0.02272727,0.41666667,0.1328125,0.54545455,0.18461538,0.85714286,2.106397762,2.162191236,3548
Josh Reddick,ARI,0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.170034122,3.170034122,3892
Yusmeiro Petit,OAK,31.1,122,4.30851064,1.72340426,2.5,1.72340426,0.12295082,0.04918033,0.07377049,0.21929825,0.9893617,0.2,0.7079646,5.276417102,5.37728916,4020
Hector Santiago,SEA,7.2,36,14.08695652,4.69565217,3,1.17391304,0.33333333,0.11111111,0.22222222,0.29032258,1.69565217,0.42105263,0.86206897,3.300468902,2.525353493,4026
Pedro Strop,CHC,0.1,3,27.00000027,27.00000027,1,0,0.33333333,0.33333333,0,0.5,6.00000006,1,1,6.170034152,6.170034152,4070
Derek Holland,DET,19,80,8.05263158,2.84210526,2.83333333,0.47368421,0.2125,0.075,0.1375,0.25675676,1.31578947,0.32142857,0.6779661,3.012139382,3.813707492,4141
Jake Arrieta,2 Tms,50.2,246,7.46052632,5.50657895,1.35483871,1.95394737,0.17073171,0.12601626,0.04471545,0.31884058,1.91447368,0.34591195,0.72104019,6.347665702,5.370912926,4153
Rafael Dolis,TOR,12,59,14.25,8.25,1.72727273,0,0.3220339,0.18644068,0.13559322,0.21276596,1.75,0.35714286,0.5,3.003367452,4.91475976,4185
Mark Melancon,SDP,29.1,109,7.36363636,2.76136364,2.66666667,0,0.22018349,0.08256881,0.13761468,0.15,0.81818182,0.19736842,0.83333333,2.454125032,2.875165994,4264
Justin Wilson,2 Tms,10.2,50,5.90625,3.375,1.75,1.6875,0.14,0.08,0.06,0.33333333,1.78125,0.36111111,0.81395349,5.701284122,5.414100464,4301
Tyler Chatwood,2 Tms,11.1,57,11.11764706,9.52941177,1.16666667,0,0.24561404,0.21052632,0.03508772,0.24444444,2.02941177,0.35483871,0.69565217,3.875916472,4.49863252,4338
Jordan Zimmermann,MIL,2.2,11,0,3.375,0,0,0,0.09090909,-0.09090909,0.3,1.5,0.3,0.75,4.295034122,6.279941511,4505
Charlie Morton,ATL,89.2,358,11.64312268,2.71003717,4.2962963,0.70260223,0.32402235,0.07541899,0.24860336,0.18269231,0.93680297,0.25641026,0.80275229,2.935833382,3.140931355,4676
Nate Jones,2 Tms,5.1,32,5.06249999,11.81249999,0.42857143,6.74999999,0.09375,0.21875,-0.125,0.33333333,2.8125,0.23529412,0.96153846,16.2950341,9.191577305,4696
Matt Shoemaker,MIN,27.1,139,5.59756098,5.26829268,1.0625,2.63414634,0.12230216,0.11510791,0.00719425,0.33057851,2.04878049,0.32653061,0.60267857,7.487107292,6.328772435,4776
Rich Hill,2 Tms,40,166,8.775,4.275,2.05263158,0.45,0.23493976,0.11445783,0.12048193,0.18705036,1.125,0.23529412,0.75757576,3.595034122,4.885832462,4806
Scott Kazmir,SFG,3,18,6,6,1,6,0.11111111,0.11111111,0,0.4,2.66666667,0.33333333,0.57692308,12.50336745,6.777304333,4897
Jon Lester,2 Tms,32.1,131,5.28865979,1.94845361,2.71428571,0.83505155,0.14503817,0.05343511,0.09160306,0.24576271,1.11340206,0.25742574,0.70121951,3.943230002,4.701488862,4930
Asdrubal Cabrera,ARI,0.2,1,0,0,0,0,0,0,0,0,0,0,1,3.170034122,3.170034122,4962
Fernando Abad,BAL,6.1,35,5.68421053,4.2631579,1.33333333,0,0.11428571,0.08571429,0.02857142,0.375,2.36842105,0.42857143,0.8,3.327928862,6.113763798,4994
Jake Diekman,OAK,22,103,13.09090909,6.95454545,1.88235294,0.40909091,0.31067961,0.16504854,0.14563107,0.22891566,1.63636364,0.36,0.85106383,3.579125032,4.030793561,5003
Anthony Gose,CLE,1.2,6,10.79999998,5.39999999,2,0,0.33333333,0.16666667,0.16666666,0,0.6,0,1,2.570034122,2.570034124,5097
Jeurys Familia,NYM,24.1,115,12.20547945,5.17808219,2.35714286,1.84931507,0.28695652,0.12173913,0.16521739,0.27,1.68493151,0.35483871,0.88571429,4.978253302,3.757181076,5114
Wade LeBlanc,2 Tms,15.2,71,4.59574468,1.14893617,4,2.29787234,0.11267606,0.02816901,0.08450705,0.28787879,1.34042553,0.27272727,0.45977011,6.233863912,5.504948733,5221
Blake Parker,CLE,25.1,96,8.52631579,1.42105263,6,1.06578947,0.25,0.04166667,0.20833333,0.21505376,0.94736842,0.26153846,0.70707071,3.288455172,3.420482453,5224
Justin Turner,LAD,1,3,0,0,0,0,0,0,0,0,0,0,1,3.170034122,6.698758376,5235
Sandy Leon,MIA,3.2,15,2.45454545,0,1,4.9090909,0.06666667,0,0.06666667,0.26666667,1.09090909,0.16666667,0.83333333,9.715488662,5.992907271,5273
Jose Alvarez,SFG,31.2,126,4.54736842,1.70526316,2.66666667,0,0.12698413,0.04761905,0.07936508,0.22033898,1.01052632,0.25,0.75,2.727928862,3.897979533,5358
Michael Pineda,MIN,45.2,194,6.30656934,1.37956204,4.57142857,1.57664234,0.16494845,0.03608247,0.12886598,0.29032258,1.33576642,0.31292517,0.82329317,4.505800542,4.623839637,5372
Brad Peacock,BOS,2.2,12,6.74999999,6.74999999,1,0,0.16666667,0.16666667,0,0.11111111,1.125,0.14285714,0,5.045034122,8.353213103,5401
Pedro Baez,HOU,2,6,13.5,0,3,0,0.5,0,0.5,0,0,0,1,0.170034122,1.052215186,5420
Jesse Chavez,ATL,14.1,60,9.41860465,4.39534884,2.14285714,0,0.25,0.11666667,0.13333333,0.19230769,1.18604651,0.26315789,0.76470588,2.542127142,4.511647659,5448
Marwin Gonzalez,BOS,0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.170034122,3.170034122,5497
Madison Bumgarner,ARI,33,135,9.54545455,3,3.18181818,1.90909091,0.25925926,0.08148148,0.17777778,0.19327731,1.03030303,0.20253165,0.80882353,5.079125032,4.246307958,5524
Ryan Brasier,BOS,3,22,9,9,1,3,0.13636364,0.13636364,0,0.47368421,4,0.53333333,0.94339623,8.503367452,6.522516958,5615
Tyler Clippard,ARI,10.1,48,7.83870968,4.35483871,1.8,2.61290323,0.1875,0.10416667,0.08333333,0.27906977,1.64516129,0.29032258,0.78125,6.653905092,6.294605981,5640
Junior Guerra,LAA,22.1,122,7.65671642,11.28358209,0.67857143,1.20895522,0.1557377,0.2295082,-0.0737705,0.30434783,2.50746269,0.35211268,0.75757576,7.110332632,7.260094916,5702
Hernan Perez,WSN,1,4,9,0,1,0,0.25,0,0.25,0.25,1,0.33333333,1,1.170034122,2.934396249,5751
Dellin Betances,NYM,0.1,2,0,0,0,0,0,0,0,0,0,0,0,12.17003421,12.17003421,6216
Trevor Cahill,PIT,14.1,71,7.53488372,5.02325582,1.5,1.88372093,0.16901408,0.11267606,0.05633802,0.34920635,2.09302326,0.39583333,0.65891473,5.890964352,4.893364572,6249
David Phelps,TOR,4,14,11.25,2.25,5,0,0.35714286,0.07142857,0.28571429,0.15384615,0.75,0.25,0.66666667,1.420034122,3.184396249,6316
Chris Archer,TBR,8.1,29,6.48,1.08,6,1.08,0.20689655,0.03448276,0.17241379,0.17857143,0.72,0.19047619,0.65217391,3.650034122,4.207268675,6345
Jake Odorizzi,HOU,45.2,201,8.27737226,4.53284671,1.82608696,0.98540146,0.20895522,0.11442786,0.09452736,0.25,1.46715328,0.29770992,0.78333333,4.264924632,5.198342656,6397
Trevor May,NYM,26.2,116,13.1625,4.05,3.25,2.025,0.3362069,0.10344828,0.23275862,0.24038462,1.3875,0.3220339,0.66433566,4.520034122,3.844595834,6398
Jose Cisnero,DET,19.2,96,11.89830508,7.3220339,1.625,0.91525424,0.27083333,0.16666667,0.10416666,0.25974026,1.83050847,0.35294118,0.70175439,4.441220562,4.913453234,6399
Steve Cishek,LAA,25.1,115,10.30263158,7.81578947,1.31818182,0,0.25217391,0.19130435,0.06086956,0.20930233,1.57894737,0.3,0.63636364,3.959507802,5.631008769,6483
Blaine Hardy,MIL,0.2,4,13.49999993,13.49999993,1,0,0.25,0.25,0,0.5,2.99999999,0.5,0.5,4.670034112,4.670034115,6499
Alex Cobb,LAA,45.1,194,8.93382353,4.36764706,2.04545455,0.19852941,0.23195876,0.11340206,0.1185567,0.22807018,1.34558824,0.304,0.70957096,2.993563532,3.913311165,6562
Robert Stock,2 Tms,4.1,26,10.38461539,16.61538463,0.625,2.07692308,0.19230769,0.30769231,-0.11538462,0.23529412,2.76923077,0.27272727,0.77586207,10.09311105,8.721753013,6576
Brad Brach,CIN,12.1,53,6.56756757,5.83783784,1.125,2.18918919,0.16981132,0.1509434,0.01886792,0.25,1.54054054,0.24242424,0.47297297,6.818682772,6.231535605,6627
Carlos Carrasco,NYM,26.1,113,7.17721519,3.07594937,2.33333333,1.02531646,0.18584071,0.07964602,0.10619469,0.24509804,1.29113924,0.275,0.5033557,4.081426532,4.476444485,6632
Craig Kimbrel,2 Tms,28.1,109,15.56470588,2.22352941,7,0.95294118,0.44954128,0.06422018,0.3853211,0.14285714,0.74117647,0.23404255,0.70707071,2.146504712,2.575910652,6655
Alex Colome,MIN,24.1,124,9.98630137,5.54794521,1.8,1.84931507,0.21774194,0.12096774,0.0967742,0.30188679,1.93150685,0.36,0.5952381,5.717979332,4.714431201,6661
Andrew Miller,STL,19.2,75,11.44067796,1.83050847,6.25,0.45762712,0.33333333,0.05333333,0.28,0.18181818,0.81355932,0.26190476,0.96590909,2.356474802,3.220584435,6785
Julio Teheran,DET,3.2,16,2.45454545,7.36363636,0.33333333,2.45454545,0.0625,0.1875,-0.125,0.23076923,1.63636363,0.18181818,1,8.624579572,7.966263053,6797
Johnny Cueto,SFG,59,257,7.77966102,3.20338983,2.42857143,1.22033898,0.19844358,0.08171206,0.11673152,0.27350427,1.44067797,0.31818182,0.77540107,4.322576492,4.802697843,6893
Chase Anderson,PHI,26.1,107,5.46835443,4.44303798,1.23076923,1.36708861,0.14953271,0.12149533,0.02803738,0.17391304,1.10126582,0.16666667,0.78740157,5.638388552,5.673737811,6895
Martin Perez,BOS,25.1,104,6.39473684,1.06578947,6,0.35526316,0.17307692,0.02884615,0.14423077,0.25263158,1.06578947,0.2987013,0.68627451,3.209507802,3.810683887,6902
Joakim Soria,2 Tms,12.1,56,8.02702703,2.91891892,2.75,2.18918919,0.19642857,0.07142857,0.125,0.31372549,1.62162162,0.35135135,1,5.764628722,4.319143219,6941
Brandon Dickson,STL,1.1,3,0,0,0,0,0,0,0,0,0,0,1,3.170034122,4.493305721,6979
Luis Garcia,STL,11,51,11.45454545,4.09090909,2.8,1.63636364,0.2745098,0.09803922,0.17647058,0.28888889,1.63636364,0.36666667,0.59210526,4.351852302,3.752578067,6984
Ian Kennedy,2 Tms,24.2,102,10.21621621,3.64864865,2.8,2.18918919,0.2745098,0.09803922,0.17647058,0.23076923,1.25675676,0.25862069,0.88495575,5.278142232,4.333354092,6986
Ryan Pressly,HOU,29,114,12.4137931,1.55172414,8,0.31034483,0.35087719,0.04385965,0.30701754,0.19444444,0.89655172,0.29411765,0.77235772,1.376930672,2.023776132,7005
Daniel Bard,COL,32.2,156,11.02040816,4.95918367,2.22222222,1.92857143,0.25641026,0.11538462,0.14102564,0.31851852,1.86734694,0.40449438,0.62030075,5.343503512,4.070099619,7115
Daniel Hudson,2 Tms,20.1,87,11.95081967,3.09836066,3.85714286,0.8852459,0.31034483,0.08045977,0.22988506,0.25641026,1.32786885,0.35294118,0.70247934,2.825771822,3.889924815,7146
Greg Holland,KCR,24,103,9.75,5.25,1.85714286,1.875,0.25242718,0.13592233,0.11650485,0.20454545,1.33333333,0.22807018,0.73076923,5.586700792,4.495699405,7196
Craig Stammen,SDP,39,153,7.38461538,1.38461538,5.33333333,1.61538462,0.20915033,0.03921569,0.16993464,0.22377622,0.97435897,0.23364486,0.95890411,4.400803352,3.922312256,7274
Preston Guilmet,MIA,1,3,9,0,1,0,0.33333333,0,0.33333333,0.33333333,1,0.5,1,1.170034122,1.170034122,7303
Javy Guerra,WSN,1.1,18,13.50000003,20.25000005,0.66666667,13.50000003,0.11111111,0.16666667,-0.05555556,0.66666667,8.25000002,0.66666667,0.39215686,30.92003419,15.38984894,7407
J.A. Happ,2 Tms,34.1,142,8.65048544,2.09708738,4.125,0.78640777,0.23239437,0.05633803,0.17605634,0.25,1.19417476,0.30927835,0.63492063,3.170034122,3.986900942,7410
Jay Jackson,SFG,8.1,33,11.88,3.24,3.66666667,0,0.33333333,0.09090909,0.24242424,0.16666667,0.96,0.26315789,0.875,1.610034122,3.727268675,7432
Wade Davis,KCR,18,79,10,4,2.5,3,0.25316456,0.10126582,0.15189874,0.25714286,1.44444444,0.26666667,0.51136364,6.614478562,4.437587833,7441
Anthony Swarzak,2 Tms,3,20,9,0,3,6,0.15,0,0.15,0.52631579,3.33333333,0.57142857,0.48780488,10.83670079,5.698758376,7466
Collin McHugh,TBR,24,88,12,1.875,6.4,0,0.36363636,0.05681818,0.30681818,0.1625,0.75,0.26530612,0.85,1.378367452,2.481093785,7531
Jake McGee,SFG,17.1,71,8.82692308,2.07692308,4.25,0,0.23943662,0.05633803,0.18309859,0.1969697,0.98076923,0.26530612,0.77777778,2.073880272,3.498941994,7550
Nick Vincent,MIN,5,18,7.2,3.6,2,0,0.22222222,0.11111111,0.11111111,0.06666667,0.6,0.09090909,1,3.370034122,5.134396249,7555
Jordan Lyles,TEX,72,316,6.375,4.125,1.54545455,1.75,0.16139241,0.10443038,0.05696203,0.25978648,1.47222222,0.2706422,0.82175926,5.656145232,5.627880468,7593
Tommy Milone,TOR,3.2,19,17.18181817,7.36363636,2.33333333,2.45454545,0.36842105,0.15789474,0.21052631,0.25,1.90909091,0.375,0.53571429,5.351852302,2.768777101,7608
Wily Peralta,DET,49.2,198,5.97986577,3.08053691,1.94117647,0.90604027,0.16666667,0.08585859,0.08080808,0.19186047,1.00671141,0.2,0.76086957,4.357953582,4.789908167,7738
Mike Fiers,OAK,2.1,13,11.57142859,7.71428573,1.5,3.85714286,0.23076923,0.15384615,0.07692308,0.45454545,3,0.57142857,0.89285714,8.741462702,3.926189321,7754
Richard Bleier,MIA,26,94,7.96153846,0.34615385,23,0.34615385,0.24468085,0.0106383,0.23404255,0.21111111,0.76923077,0.26086957,0.69892473,2.016187972,2.059068623,7803
Hunter Strickland,3 Tms,20,84,4.5,3.6,1.25,0.45,0.11904762,0.0952381,0.02380952,0.25,1.35,0.27692308,0.8984375,4.020034122,5.310832462,7836
Andrew Albers,MIN,6,25,6,3,2,1.5,0.16,0.08,0.08,0.26086957,1.33333333,0.27777778,0.90909091,5.003367452,3.424821498,7853
Josh Lindblom,MIL,6.1,32,4.2631579,7.10526316,0.6,2.84210526,0.09375,0.15625,-0.0625,0.28,1.89473684,0.25,0.80357143,9.643718332,9.160040596,7882
Eric Sogard,CHC,1.2,7,0,0,0,0,0,0,0,0.28571429,1.2,0.28571429,1,3.170034122,6.345885944,7927
Anthony Bass,MIA,24.2,115,6.56756757,3.64864865,1.8,3.64864865,0.15652174,0.08695652,0.06956522,0.3,1.62162162,0.27027027,0.65517241,8.561926012,6.009727128,7982
Will Smith,ATL,18.1,78,10.8,4.41818182,2.44444444,1.47272727,0.28205128,0.11538462,0.16666666,0.21212121,1.25454545,0.25581395,0.65656566,4.533670482,4.331156443,8048
Matt Carpenter,STL,0.2,3,0,0,0,0,0,0,0,0.5,1.49999999,0.5,1,7.670034102,12.96312045,8090
Bryan Shaw,CLE,39.2,172,7.71428571,4.53781513,1.7,0.45378151,0.19767442,0.11627907,0.08139535,0.22516556,1.36134454,0.27586207,0.8984375,3.623815632,4.03586667,8110
Brett Anderson,MIL,19.2,86,7.3220339,2.28813559,3.2,0.91525424,0.18604651,0.05813953,0.12790698,0.30263158,1.42372881,0.3442623,0.66176471,3.932745982,3.418132045,8223
David Robertson,TBR,5.1,21,11.81250001,1.6875,7,0,0.33333333,0.04761905,0.28571428,0.25,1.125,0.38461538,0.66666667,1.107534122,2.430805717,8241
Paolo Espino,WSN,54.1,230,6.29447853,1.82208589,3.45454545,0.99386503,0.16521739,0.04782609,0.1173913,0.27981651,1.32515337,0.31428571,0.73899371,3.814205902,4.456890124,8246
Lucas Luetge,NYY,25,93,9,0.36,25,0.72,0.2688172,0.01075269,0.25806451,0.19565217,0.76,0.24615385,0.74074074,2.330034122,3.266119704,8337
AJ Ramos,LAA,3.1,11,2.7,2.7,1,0,0.09090909,0.09090909,0,0,0.3,0,1,3.470034122,7.175194592,8350
