Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
Josh James,HOU,2,10,9,9,1,4.5,0.2,0.2,0,0.25,2,0.2,0.76923077,10.67003412,5.934396249,16794
Tim Hill,SDP,26.2,121,9.45,4.3875,2.15384615,2.025,0.23140496,0.10743802,0.12396694,0.25242718,1.4625,0.27777778,0.67484663,5.682534122,4.543950775,16814
John Nogowski,PIT,1.2,11,0,0,0,0,0,0,0,0.63636364,4.19999999,0.63636364,0.42857143,3.170034122,6.345885944,16852
Joshua Fuentes,COL,0.1,2,0,0,0,0,0,0,0,0.5,3.00000003,0.5,1,3.170034122,3.170034122,16885
Luke Weaver,ARI,39.1,162,10.29661017,2.28813559,4.5,1.1440678,0.27777778,0.0617284,0.21604938,0.2244898,1.09322034,0.27722772,0.67567568,3.373423952,3.51514815,16918
Touki Toussaint,ATL,29.2,127,9.40449438,2.73033708,3.44444444,1.82022472,0.24409449,0.07086614,0.17322835,0.25,1.24719101,0.28205128,0.75949367,4.922843112,3.661505883,16929
Elieser Hernandez,MIA,24.2,101,10.94594594,1.09459459,10,0.72972973,0.2970297,0.02970297,0.26732673,0.24468085,1.05405405,0.328125,0.79365079,2.399763852,3.062386462,16933
Sean Newcomb,ATL,22,99,10.63636364,7.77272727,1.36842105,0.40909091,0.26262626,0.19191919,0.07070707,0.23076923,1.68181818,0.32075472,0.64606742,3.988215942,5.161668976,16943
Jake Jewell,CHC,7.1,32,7.36363637,1.22727273,6,4.90909091,0.1875,0.03125,0.15625,0.32258065,1.5,0.28571429,0.18518519,9.033670492,4.108114915,16958
Trevor Williams,2 Tms,43.2,200,10.09923664,2.88549618,3.5,1.23664122,0.245,0.07,0.175,0.3021978,1.58015267,0.37692308,0.71428571,3.742553202,3.532098006,16977
Tyler Beede,SFG,1,5,18,0,2,0,0.4,0,0.4,0.25,1,0.5,-0.5,2.170034122,3.934396249,16981
Trevor Hildenberger,NYM,2,11,13.5,4.5,3,4.5,0.27272727,0.09090909,0.18181818,0.33333333,2,0.4,0.27777778,9.670034122,6.698758376,17002
Jefry Rodriguez,WSN,13,64,9.69230769,9,1.07692308,3.46153846,0.21875,0.203125,0.015625,0.28,2.07692308,0.29032258,0.85714286,9.246957202,6.689920144,17018
Sean Reid-Foley,NYM,11.1,52,11.91176471,4.76470588,2.5,0.79411765,0.28846154,0.11538462,0.17307692,0.2826087,1.67647059,0.4,0.68181818,3.258269412,3.979358727,17034
Pablo Lopez,MIA,53,209,12.05660377,1.86792453,6.45454545,1.35849057,0.33971292,0.05263158,0.28708134,0.22105263,1,0.30088496,0.75313808,3.415317142,2.684777494,17085
Domingo Acevedo,OAK,6.2,27,10.79999999,2.7,4,4.05,0.2962963,0.07407407,0.22222223,0.24,1.2,0.21428571,1,7.520034122,4.051922993,17092
Austin Davis,2 Tms,12,60,9,3.75,2.4,2.25,0.2,0.08333333,0.11666667,0.30909091,1.83333333,0.35,0.56179775,5.670034122,4.331426426,17117
Raisel Iglesias,LAA,40,155,13.95,2.025,6.88888889,1.35,0.4,0.05806452,0.34193548,0.19444444,0.925,0.28571429,0.84459459,2.770034122,2.187414771,17130
Domingo German,NYY,52,228,8.65384615,3.11538462,2.77777778,1.73076923,0.21929825,0.07894737,0.14035088,0.25120773,1.34615385,0.28378378,0.65517241,4.900803352,4.470535848,17149
Gabe Speier,KCR,3.2,19,7.36363636,0,3,0,0.15789474,0,0.15789474,0.42105263,2.18181818,0.5,0.625,1.533670492,3.458429169,17170
Yoan Lopez,ARI,6.2,36,6.75,4.05,1.66666667,2.7,0.13888889,0.08333333,0.05555556,0.40625,2.4,0.42307692,0.60606061,6.920034122,5.401922992,17181
Dinelson Lamet,SDP,27,111,11,4.66666667,2.35714286,1.33333333,0.2972973,0.12612613,0.17117117,0.21276596,1.25925926,0.27118644,0.74829932,4.318182272,4.156618471,17186
Austin Brice,BOS,9.2,40,9.31034482,1.86206896,5,1.86206896,0.25,0.05,0.2,0.27027027,1.24137931,0.32,0.49019608,4.721758262,3.857305288,17237
Sam Coonrod,PHI,24.1,103,9.98630137,2.21917808,4.5,1.10958904,0.26213592,0.05825243,0.20388349,0.24731183,1.19178082,0.3125,0.68345324,3.663184802,3.365589668,17264
Ranger Suarez,PHI,74,307,8.51351351,3.04054054,2.8,0.48648649,0.22801303,0.08143322,0.14657981,0.22545455,1.17567568,0.28431373,0.86651054,3.156520612,3.932067256,17277
Michael Kopech,CHW,39,168,11.30769231,3.92307692,2.88235294,0.92307692,0.29166667,0.10119048,0.19047619,0.23489933,1.33333333,0.31958763,0.75949367,3.375162332,3.89667123,17282
Justus Sheffield,SEA,59,292,7.01694915,4.72881356,1.48387097,1.83050847,0.15753425,0.10616438,0.05136987,0.33201581,1.94915254,0.36180905,0.63600783,6.034440902,5.334161889,17285
Javy Guerra,SDP,2.2,11,10.12499999,3.375,3,0,0.27272727,0.09090909,0.18181818,0.2,1.125,0.28571429,1,2.045034122,4.029941514,17292
Framber Valdez,HOU,113.1,476,7.86176471,3.65294118,2.15217391,0.71470588,0.20798319,0.09663866,0.11134453,0.21852732,1.21764706,0.26349206,0.77794562,3.858269412,3.573175729,17295
Justin Steele,CHC,45,197,8.2,3.4,2.41176471,2.2,0.20812183,0.08629442,0.12182741,0.26436782,1.4,0.28455285,0.81749049,5.992256342,4.422008504,17312
Edgar Santana,ATL,25.1,104,8.17105263,1.77631579,4.6,2.48684211,0.22115385,0.04807692,0.17307693,0.26530612,1.22368421,0.27536232,0.56603774,5.538455172,3.826788494,17355
Josh Taylor,BOS,23.1,119,12.34285714,6.17142857,2,0.77142857,0.26890756,0.13445378,0.13445378,0.32673267,2.1,0.46268657,0.70539419,3.855748412,4.102542049,17359
Brett Martin,TEX,38.1,163,5.63478261,2.34782609,2.4,0.93913043,0.14723926,0.06134969,0.08588957,0.28289474,1.3826087,0.312,0.67510549,4.056990642,4.173327724,17369
David Paulino,PHI,1,4,0,0,0,9,0,0,0,0.25,1,0,2.5,16.17003412,6.698758376,17418
Yermin Mercedes,CHW,1,4,0,0,0,0,0,0,0,0.5,2,0.5,0.5,3.170034122,4.934396249,17423
Erick Fedde,WSN,67,287,9.26865672,3.08955224,3,1.34328358,0.24041812,0.08013937,0.16027875,0.25793651,1.31343284,0.30054645,0.59210526,4.170034122,3.941430215,17425
Jeff Hoffman,CIN,39,167,10.84615385,3.92307692,2.76470588,1.15384615,0.28143713,0.10179641,0.17964072,0.23648649,1.33333333,0.30612245,0.6,3.734136682,3.786592092,17432
Jack Flaherty,STL,38,155,10.89473684,2.60526316,4.18181818,1.89473684,0.29677419,0.07096774,0.22580645,0.20437956,1.02631579,0.23255814,0.66037736,4.670034122,3.697554144,17479
Albert Abreu,NYY,24,97,7.5,3,2.5,1.125,0.20618557,0.08247423,0.12371134,0.20481928,1.04166667,0.22222222,0.79831933,4.503367452,4.422184317,17485
Spenser Watkins,BAL,28,137,4.82142857,3.53571429,1.36363636,2.89285714,0.10948905,0.08029197,0.02919708,0.3442623,1.89285714,0.32673267,0.57971014,7.562891262,6.408940625,17489
Genesis Cabrera,STL,45,183,9.6,4.2,2.28571429,0.4,0.26229508,0.1147541,0.14754098,0.17834395,1.08888889,0.23423423,0.61440678,3.081145232,4.385353724,17490
Diego Castillo,2 Tms,39.1,149,12.58474576,1.37288136,9.16666667,0.68644068,0.36912752,0.04026846,0.32885906,0.18978102,0.81355932,0.27710843,0.80536913,1.975118872,2.105010051,17496
Jorge Guzman,MIA,1.1,12,13.50000003,27.00000007,0.5,0,0.16666667,0.33333333,-0.16666666,0.5,6.00000002,0.66666667,0.375,9.170034142,11.81657733,17505
Ryan Burr,CHW,20.2,78,8.27419355,2.61290323,3.16666667,0.43548387,0.24358974,0.07692308,0.16666666,0.20588235,0.96774194,0.25490196,0.71428571,2.976485732,3.030432365,17536
Jimmy Herget,2 Tms,13.1,55,8.1,0.675,12,0.675,0.21818182,0.01818182,0.2,0.31372549,1.275,0.38461538,0.625,3.020034122,3.632960037,17556
JT Brubaker,PIT,65,280,9.83076923,2.63076923,3.73684211,1.93846154,0.25357143,0.06785714,0.18571429,0.23904382,1.21538462,0.27218935,0.69277108,4.985418742,3.841204734,17578
Marcos Diplan,BAL,17.2,78,8.66037736,6.62264151,1.30769231,2.54716981,0.21794872,0.16666667,0.05128205,0.203125,1.47169811,0.18604651,0.84210526,7.132298272,6.049661403,17583
Jordan Yamamoto,NYM,4.1,22,2.07692308,4.15384616,0.5,0,0.04545455,0.09090909,-0.04545454,0.36842105,2.07692308,0.38888889,0.5,4.785418742,6.821221194,17585
Tanner Scott,BAL,35.1,166,10.69811321,5.60377359,1.90909091,1.52830189,0.25301205,0.13253012,0.12048193,0.25,1.58490566,0.31111111,0.69029851,5.377581292,4.468338329,17586
Mitch Keller,PIT,54,240,9.83333333,3.66666667,2.68181818,1.33333333,0.24583333,0.09166667,0.15416666,0.3,1.57407407,0.37931034,0.70175439,4.466330422,4.174073129,17594
Cristian Javier,HOU,62,241,12.48387097,3.19354839,3.90909091,1.4516129,0.35684647,0.09128631,0.26556016,0.15492958,0.88709677,0.19491525,0.7826087,3.799066382,3.694313943,17606
Tanner Rainey,WSN,18,87,11.5,8,1.4375,1.5,0.26436782,0.18390805,0.08045977,0.25714286,1.88888889,0.33333333,0.60402685,5.447811902,6.221748778,17610
Taylor Clarke,ARI,26,116,9.34615385,3.11538462,3,1.03846154,0.23275862,0.07758621,0.15517241,0.28301887,1.5,0.35064935,0.74712644,3.631572582,4.167375038,17611
Justin Lawrence,COL,10.1,53,8.70967742,7.83870968,1.11111111,0,0.18867925,0.16981132,0.01886793,0.3902439,2.41935484,0.47058824,0.52,3.847453482,4.701177087,17639
Jeffrey Springs,TBR,30,116,13.2,2.7,4.88888889,1.8,0.37931034,0.07758621,0.30172413,0.19047619,0.96666667,0.24561404,0.77669903,3.736700792,2.783438774,17677
Ralph Garza Jr.,2 Tms,19,79,8.52631579,3.31578947,2.57142857,1.42105263,0.2278481,0.08860759,0.13924051,0.22535211,1.21052632,0.26,0.70707071,4.591086752,4.117094973,17682
Trevor Megill,CHC,12.2,65,7.81578947,2.84210526,2.75,4.26315789,0.16923077,0.06153846,0.10769231,0.39344262,2.21052632,0.40909091,0.40816327,8.538455172,5.444978868,17722
Nabil Crismatt,SDP,47,199,8.42553191,2.29787234,3.66666667,1.34042553,0.22110553,0.06030151,0.16080402,0.25842697,1.23404255,0.30232558,0.76086957,4.446629862,4.087123682,17732
Evan Phillips,2 Tms,6.1,30,9.94736843,2.84210526,3.5,1.42105263,0.23333333,0.06666667,0.16666666,0.28571429,1.57894737,0.35,0.69767442,3.959507802,3.021210202,17734
Tyler Alexander,DET,82.1,352,7.32388664,2.18623482,3.35,1.53036437,0.19034091,0.05681818,0.13352273,0.27217125,1.32388664,0.30120482,0.76586433,4.554649502,4.851374634,17735
Brody Koerner,NYY,2.1,10,3.85714286,7.71428573,0.5,0,0.1,0.2,-0.1,0.14285714,1.28571429,0.16666667,0.75,6.170034122,7.682344523,17748
Max Schrock,CIN,0.2,3,13.49999993,0,1,0,0.33333333,0,0.33333333,0,0,0,1,0.170034132,5.463120491,17750
Drew Smith,NYM,23,91,8.60869565,2.34782609,3.66666667,1.17391304,0.24175824,0.06593407,0.17582417,0.22619048,1.08695652,0.27118644,0.87155963,3.865686292,4.317953233,17755
Angel Perdomo,MIL,9,49,16,11,1.45454545,4,0.32653061,0.2244898,0.10204081,0.27027027,2.33333333,0.35294118,0.67073171,9.392256342,5.57488093,17759
Jose Alvarado,PHI,32.2,159,13.22448979,9.09183673,1.45454545,1.10204082,0.30188679,0.20754717,0.09433962,0.26612903,2.02040816,0.40277778,0.67307692,5.037381062,4.471754951,17780
Jake Brentz,KCR,42.2,187,11.6015625,4.21875,2.75,1.0546875,0.29411765,0.10695187,0.18716578,0.23125,1.3359375,0.31372549,0.65454545,3.873159122,3.755697692,17783
Patrick Weigel,MIL,2,14,22.5,18,1.25,0,0.35714286,0.28571429,0.07142857,0.33333333,3.5,0.75,1,5.670034122,6.552215186,17792
Dillon Tate,BAL,45.2,191,6.50364963,1.97080292,3.3,0.59124088,0.17277487,0.05235602,0.12041885,0.25,1.13868613,0.2826087,0.71167883,3.695581572,4.193815314,17796
Daniel Zamora,SEA,3,11,9,0,3,0,0.27272727,0,0.27272727,0.27272727,1,0.375,0.33333333,1.170034122,1.758154831,17811
Adbert Alzolay,CHC,69.1,270,9.73557692,1.81730769,5.35714286,0.64903846,0.27777778,0.05185185,0.22592593,0.20647773,0.9375,0.26589595,0.70491803,2.679649502,2.938183449,17859
Ian Gibaut,MIN,3.2,14,4.9090909,4.9090909,1,2.45454545,0.14285714,0.14285714,0,0.09090909,0.81818182,0,1,8.079125022,6.458429167,17871
Nestor Cortes,NYY,71.2,289,9.79534884,2.6372093,3.71428571,1.50697674,0.26989619,0.07266436,0.19723183,0.21428571,1.08837209,0.25423729,0.88424437,4.090964352,4.400739817,17874
Dennis Santana,2 Tms,32,141,7.3125,5.0625,1.44444444,0.5625,0.18439716,0.12765957,0.05673759,0.24576271,1.46875,0.29347826,0.63559322,4.326284122,4.94732835,17878
Tayler Saucedo,TOR,15,68,4.2,3.6,1.16666667,0.6,0.10294118,0.08823529,0.01470589,0.28333333,1.53333333,0.30188679,0.53097345,4.503367452,5.165814632,17888
Garrett Cleavinger,LAD,8,40,10.125,7.875,1.28571429,2.25,0.225,0.175,0.05,0.34375,2.25,0.40909091,0.72368421,6.795034122,4.647760452,17897
Cody Ponce,PIT,22,105,10.63636364,3.27272727,3.25,0.81818182,0.24761905,0.07619048,0.17142857,0.34736842,1.86363636,0.45588235,0.73979592,3.215488672,3.637636056,17920
Trent Thornton,TOR,33.1,151,8.64,2.43,3.55555556,2.7,0.21192053,0.05960265,0.15231788,0.29411765,1.47,0.3125,0.84615385,6.320034122,4.590199538,17948
Tyler Gilbert,ARI,22.2,98,6.75,2.77941176,2.42857143,1.58823529,0.17346939,0.07142857,0.10204082,0.25,1.27941176,0.26086957,0.69672131,5.022975302,5.297561336,17964
Peter Lambert,COL,3.1,13,2.7,2.7,1,0,0.07692308,0.07692308,0,0.25,1.2,0.27272727,0.5,3.470034122,5.057960038,17969
Logan Webb,SFG,77.2,304,10.66094421,1.6223176,6.57142857,0.57939914,0.30263158,0.04605263,0.25657895,0.20996441,0.93991416,0.28877005,0.79166667,2.410377472,2.39128352,17995
Pete Fairbanks,TBR,27,109,11.66666667,4,2.91666667,0,0.32110092,0.11009174,0.21100918,0.16666667,1.03703704,0.25806452,0.53571429,1.910774862,3.609790244,17998
Triston McKenzie,CLE,63.2,258,10.31937173,4.2408377,2.43333333,1.83769633,0.28294574,0.11627907,0.16666667,0.18584071,1.13089005,0.20567376,0.63868613,4.992023652,4.609997908,18000
Tanner Anderson,PIT,2,9,4.5,0,1,0,0.11111111,0,0.11111111,0.33333333,1.5,0.375,0.66666667,2.170034122,3.934396249,18029
Jake Cronenworth,SDP,0.1,1,27.00000027,0,1,0,1,0,1,0,0,0,1,-2.829965938,-2.829965938,18036
Phil Maton,2 Tms,34.2,163,13.5,5.19230769,2.6,0.77884615,0.3190184,0.12269939,0.19631901,0.27536232,1.67307692,0.40697674,0.75268817,3.198880272,3.906102485,18064
Cody Stashak,MIN,10.1,44,15.67741936,4.35483871,3.6,0,0.40909091,0.11363636,0.29545455,0.16216216,1.06451613,0.3,0.66666667,1.428098642,3.30629058,18088
Ryan Meisinger,CHC,4.1,21,10.38461539,4.15384616,2.5,2.07692308,0.23809524,0.0952381,0.14285714,0.33333333,1.84615385,0.38461538,0.75757576,5.246957202,4.282759654,18105
Ka'ai Tom,OAK,0.1,1,0,0,0,0,0,0,0,0,0,0,1,3.170034122,8.463120555,18136
Ryan Helsley,STL,31,130,10.16129032,4.93548387,2.05882353,1.16129032,0.26923077,0.13076923,0.13846154,0.21428571,1.32258065,0.27027027,0.73446328,4.234550252,4.321493023,18138
Jay Flaa,2 Tms,2,8,9,9,1,0,0.25,0.25,0,0.16666667,1.5,0.25,1,4.170034122,5.052215186,18140
Anthony Misiewicz,SEA,30.1,136,8.9010989,2.96703297,3,1.48351648,0.22058824,0.07352941,0.14705883,0.29365079,1.54945055,0.35164835,0.725,4.323880272,4.158659803,18152
Art Warren,CIN,13,51,15.23076923,4.15384615,3.66666667,0,0.43137255,0.11764706,0.31372549,0.15909091,1,0.30434783,1,1.170034122,2.255795431,18251
Jarlin Garcia,SFG,39.1,152,9.38135593,2.05932203,4.55555556,1.83050847,0.26973684,0.05921053,0.21052631,0.21276596,0.99152542,0.23655914,0.76388889,4.492068022,3.911406779,18282
Tyler Kinley,COL,35.2,146,8.3271028,1.76635514,4.71428571,1.76635514,0.2260274,0.04794521,0.17808219,0.25,1.14953271,0.2755102,0.52795031,4.543865902,4.416400782,18297
Carson Fulmer,CIN,14.1,64,7.53488372,3.13953488,2.4,1.25581395,0.1875,0.078125,0.109375,0.29090909,1.46511628,0.3255814,0.4950495,4.774685282,5.053347343,18311
Josh Sborz,TEX,37.1,161,10.36607143,5.30357143,1.95454545,0.72321429,0.26708075,0.13664596,0.13043479,0.21167883,1.36607143,0.27956989,0.74786325,3.678962692,4.193889931,18323
Taylor Hearn,TEX,71,310,7.35211268,3.92957746,1.87096774,1.52112676,0.18709677,0.1,0.08709677,0.26739927,1.46478873,0.29326923,0.70294785,5.085527082,5.100009183,18325
James Kaprielian,OAK,62,244,10.16129032,1.4516129,7,1.16129032,0.28688525,0.04098361,0.24590164,0.20087336,0.90322581,0.24675325,0.79059829,3.170034122,3.626923792,18331
Eric Hanhold,BAL,6.2,33,4.05,2.7,1.5,2.7,0.09090909,0.06060606,0.03030303,0.36666667,1.95,0.36,0.44642857,7.520034122,6.001922992,18332
Alex Young,2 Tms,31,153,6.09677419,4.64516129,1.3125,2.03225806,0.1372549,0.10457516,0.03267974,0.32061069,1.87096774,0.33018868,0.52734375,6.589388962,5.304437402,18333
Josh Staumont,KCR,41,152,9.65853659,2.85365854,3.38461538,0.87804878,0.28947368,0.08552632,0.20394736,0.16546763,0.87804878,0.20879121,0.82236842,3.243204852,3.868373966,18335
Nick Anderson,TBR,4.1,16,2.07692308,2.07692308,1,2.07692308,0.0625,0.0625,0,0.21428571,0.92307692,0.15384615,0.76923077,6.400803352,7.472408264,18337
Julian Fernandez,COL,3,12,3,3,1,3,0.08333333,0.08333333,0,0.18181818,1,0.11111111,0,7.836700792,7.620212418,18341
Brandon Waddell,3 Tms,6,28,4.5,4.5,1,3,0.10714286,0.10714286,0,0.28,1.66666667,0.25,0.41666667,8.003367452,6.904698021,18347
Jaime Barria,LAA,37.2,160,6.21238938,2.86725664,2.16666667,1.19469027,0.1625,0.075,0.0875,0.30344828,1.48672566,0.33913043,0.7254902,4.630211112,4.871889237,18356
Thomas Eshelman,BAL,16.2,80,2.7,2.7,1,2.16,0.0625,0.0625,0,0.33783784,1.8,0.32307692,0.66929134,6.770034122,6.508300767,18361
Connor Overton,2 Tms,9,34,7,2,3.5,0,0.20588235,0.05882353,0.14705882,0.2,0.88888889,0.24,0.5,2.281145232,4.04550736,18376
Scott Effross,CHC,8.2,33,9.34615384,0,9,2.07692308,0.27272727,0,0.27272727,0.26666667,0.92307692,0.28571429,0.96774194,4.439264892,3.475067345,18384
Enyel De Los Santos,2 Tms,19,94,10.42105263,3.31578947,3.14285714,1.42105263,0.23404255,0.07446809,0.15957446,0.3,1.63157895,0.36206897,0.48701299,4.643718332,4.54117121,18403
Jose Urquidy,HOU,59.1,243,7.73595506,1.36516854,5.66666667,1.82022472,0.20987654,0.03703704,0.1728395,0.23809524,1.07865169,0.25443787,0.83333333,4.636326252,4.683392404,18413
Shea Spitzbarth,PIT,3,14,3,6,0.5,3,0.07142857,0.14285714,-0.07142857,0.18181818,1.33333333,0.11111111,0.83333333,9.836700792,10.20833313,18475
Junior Fernandez,STL,13,50,6.23076923,3.46153846,1.8,1.38461538,0.18,0.1,0.08,0.24444444,1.23076923,0.26470588,0.60606061,4.939264892,4.0250262,18496
Kenta Maeda,MIN,53.1,220,9.45,2.53125,3.73333333,1.35,0.25454545,0.06818182,0.18636363,0.25742574,1.25625,0.31428571,0.66901408,3.920034122,3.954941515,18498
Josh Rogers,WSN,23.1,106,5.4,4.62857143,1.16666667,2.7,0.13207547,0.11320755,0.01886792,0.28571429,1.62857143,0.26388889,0.92465753,7.541462692,6.741699003,18510
Phil Bickford,2 Tms,36.2,141,11.53636364,2.45454545,4.7,1.22727273,0.33333333,0.07092199,0.26241134,0.18604651,0.92727273,0.24358974,0.82142857,3.279125032,2.661252969,18519
Dylan Cease,CHW,83.1,359,12.204,4.104,2.97368421,0.972,0.31476323,0.10584958,0.20891365,0.22044728,1.284,0.30612245,0.71868583,3.338034122,3.945406947,18525
Sam Hentges,CLE,51,245,9.52941176,4.58823529,2.07692308,1.58823529,0.22040816,0.10612245,0.11428571,0.33640553,1.94117647,0.41025641,0.63657407,4.875916472,4.484542298,18548
Logan Allen,CLE,41.2,182,7.128,3.456,2.0625,2.16,0.18131868,0.08791209,0.09340659,0.27950311,1.464,0.29166667,0.7,6.074034122,4.859545219,18555
Travis Bergen,TOR,8,32,2.25,7.875,0.28571429,0,0.0625,0.21875,-0.15625,0.12,1.25,0.13043478,1,5.295034122,8.162122578,18581
Travis Lakins Sr.,BAL,16,71,8.4375,6.1875,1.36363636,2.25,0.21126761,0.15492958,0.05633803,0.20338983,1.4375,0.2,0.48913043,6.795034122,5.750486781,18600
A.J. Minter,ATL,27.2,122,8.78313253,3.25301205,2.7,0.65060241,0.22131148,0.08196721,0.13934427,0.24545455,1.3373494,0.30487805,0.56818182,3.350757012,4.196617479,18655
Jake Woodford,STL,37,157,7.05405405,4.37837838,1.61111111,0.48648649,0.18471338,0.11464968,0.0700637,0.20769231,1.21621622,0.24509804,0.72614108,4.251115202,5.122032776,18674
Freddy Peralta,MIL,65.2,267,13.97969543,3.15228426,4.43478261,0.82233503,0.38202247,0.08614232,0.29588015,0.17372881,0.97461929,0.27131783,0.71884984,2.621810772,2.911758746,18679
Sandy Alcantara,MIA,100.1,398,9.59800664,1.52491694,6.29411765,0.62790698,0.26884422,0.04271357,0.22613065,0.21525886,0.95681063,0.27799228,0.70063694,2.691628802,2.945262365,18684
Kolby Allard,TEX,92.2,394,6.79856115,2.23381295,3.04347826,1.84532374,0.17766497,0.05837563,0.11928934,0.26229508,1.28417266,0.275,0.74152542,5.134062902,4.791460519,18694
Nick Neidert,MIA,19.1,78,5.12068966,4.18965517,1.22222222,0.93103448,0.14102564,0.11538462,0.02564102,0.1969697,1.13793103,0.2037037,0.8490566,5.083827222,5.92924228,18699
Cody Poteet,MIA,14,66,10.28571429,7.07142857,1.45454545,1.28571429,0.24242424,0.16666667,0.07575757,0.23636364,1.71428571,0.2972973,0.89622642,5.098605552,5.509928285,18769
Dillon Peters,PIT,21.1,96,7.59375,3.796875,2,0.421875,0.1875,0.09375,0.09375,0.25581395,1.453125,0.31343284,0.75163399,3.498159122,4.79098704,18790
Miguel Del Pozo,DET,2.2,15,3.375,6.74999999,0.5,0,0.06666667,0.13333333,-0.06666666,0.46153846,3,0.5,0.75,4.670034122,6.654941511,18792
Drew Steckenrider,SEA,36.2,144,8.34545454,0.73636364,11.33333333,0.98181818,0.23611111,0.02083333,0.21527778,0.24264706,0.98181818,0.29292929,0.87209302,3.306397762,3.909212558,18806
Miguel Diaz,SDP,24,97,10.875,3,3.625,1.875,0.29896907,0.08247423,0.21649484,0.22727273,1.16666667,0.27272727,0.9047619,4.461700792,3.003123962,18815
Pedro Avila,SDP,3,13,6,6,1,3,0.15384615,0.15384615,0,0.18181818,1.33333333,0.125,1,8.170034122,6.189183625,18864
Beau Burrows,2 Tms,6.2,33,9.45,2.7,3.5,6.75,0.21212121,0.06060606,0.15151515,0.4137931,2.1,0.36842105,-0.14285714,11.72003412,5.939848906,18873
Danny Mendick,CHW,0.2,3,0,0,0,0,0,0,0,0.33333333,1.49999999,0.33333333,1,3.170034122,5.816577299,18889
Kyle Keller,PIT,20,90,9.45,5.85,1.61538462,2.25,0.23333333,0.14444444,0.08888889,0.21917808,1.45,0.23404255,0.76923077,6.870034122,6.001922993,18890
Zack Burdi,2 Tms,4.2,29,5.78571428,7.71428571,0.75,3.85714285,0.10344828,0.13793103,-0.03448275,0.42857143,2.78571428,0.38888889,0.90163934,11.31289126,9.522238675,19159
Tommy Nance,CHC,13.1,67,8.775,5.4,1.625,1.35,0.19402985,0.11940299,0.07462686,0.28571429,1.8,0.34146341,0.66115702,5.645034122,5.018305718,19178
Kirby Snead,TOR,4.1,19,8.30769231,4.15384616,2,0,0.21052632,0.10526316,0.10526316,0.29411765,1.61538462,0.38461538,0.57142857,2.708495662,4.337137625,19179
Robert Dugger,SEA,15,73,7.2,3.6,2,1.8,0.16438356,0.08219178,0.08219178,0.34375,1.86666667,0.37254902,0.40322581,5.570034122,4.969644533,19191
Brandyn Sittinger,ARI,3.1,14,0,2.7,0,8.10000001,0,0.07142857,-0.07142857,0.33333333,1.5,0.1,1,15.77003413,8.83381187,19192
Conner Menez,SFG,9,41,12,2,6,2,0.29268293,0.04878049,0.24390244,0.30769231,1.55555556,0.4,0.625,4.058923012,1.758154831,19199
Jose Quijada,LAA,15.1,65,14.67391305,5.2826087,2.77777778,0.58695652,0.38461538,0.13846154,0.24615384,0.17857143,1.23913044,0.3,0.73863636,2.517860212,3.16590636,19200
Dakota Hudson,STL,5.1,20,6.75,0,4,0,0.2,0,0.2,0.21052632,0.75,0.26666667,0.8,2.232534122,3.224987819,19206
Mitch White,LAD,24.2,100,9.12162162,2.91891892,3.125,1.09459459,0.25,0.08,0.17,0.2,1.05405405,0.234375,0.55045872,3.697061152,3.904184926,19225
Caleb Baragar,SFG,15,57,6,2.4,2.5,0.6,0.1754386,0.07017544,0.10526316,0.18,0.86666667,0.2,0.80882353,3.903367452,6.212552617,19231
Wes Benjamin,TEX,16.1,75,8.81632653,5.51020408,1.6,1.65306122,0.21333333,0.13333333,0.08,0.26153846,1.65306122,0.30434783,0.52631579,5.435340242,5.640117248,19243
Cole Irvin,OAK,134.1,574,6.02977668,2.07692308,2.90322581,1.20595534,0.15679443,0.05400697,0.10278746,0.26981132,1.29528536,0.29274005,0.68877551,4.442986972,4.947001296,19244
Miguel Aguilar,ARI,3,15,3,9,0.33333333,0,0.06666667,0.2,-0.13333333,0.36363636,2.33333333,0.36363636,0.28571429,5.503367452,7.267729582,19246
Seranthony Dominguez,PHI,0.2,2,13.49999993,0,1,0,0.5,0,0.5,0,0,0,1,0.170034132,0.170034137,19249
Thomas Hatch,TOR,6,29,7.5,9,0.83333333,0,0.17241379,0.20689655,-0.03448276,0.18181818,1.66666667,0.23529412,0.90909091,5.003367452,7.649910646,19264
Taylor Widener,ARI,37.1,162,9.40178572,4.09821429,2.29411765,1.44642857,0.24074074,0.10493827,0.13580247,0.22627737,1.28571429,0.26041667,0.82568807,4.857534122,4.658636401,19266
Justin Dunn,SEA,24,101,8.625,3,2.875,0.375,0.22772277,0.07920792,0.14851485,0.20224719,1.08333333,0.25757576,0.83333333,3.170034122,5.568971,19268
T.J. Zeuch,TOR,10.2,50,5.90625,4.21875,1.4,3.375,0.14,0.1,0.04,0.28888889,1.6875,0.26470588,0.64516129,8.138784122,5.910327311,19269
Jacob Webb,ATL,19.2,86,9.61016949,3.20338983,3,1.83050847,0.24418605,0.08139535,0.1627907,0.2987013,1.52542373,0.35849057,0.62992126,4.898847682,4.049046454,19274
Edgar Garcia,2 Tms,9,44,8,4,2,3,0.18181818,0.09090909,0.09090909,0.30769231,1.77777778,0.32142857,0.078125,7.392256342,5.019325374,19276
