Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
Vladimir Gutierrez,CIN,59.2,255,8.29608939,2.86592179,2.89473684,1.05586592,0.21568627,0.0745098,0.14117647,0.27111111,1.34078212,0.31764706,0.82210243,4.008022952,4.257102183,19278
Zac Gallen,ARI,59.2,252,11.31284916,3.92178771,2.88461538,2.11173184,0.29761905,0.1031746,0.19444445,0.21266968,1.22346369,0.24444444,0.70397112,5.114168202,4.045099974,19291
Trevor Richards,3 Tms,36.2,144,10.8,2.45454545,4.4,1.47272727,0.30555556,0.06944444,0.23611112,0.19402985,0.98181818,0.23809524,0.72463768,3.715488672,3.512974624,19309
Cal Quantrill,CLE,74.2,310,5.66517857,2.53125,2.23809524,0.96428571,0.1516129,0.06774194,0.08387096,0.25362319,1.21875,0.27555556,0.77702703,4.509319832,4.676032788,19312
Eric Lauer,MIL,91.1,372,9.45985401,2.5620438,3.69230769,1.47810219,0.25806452,0.06989247,0.18817205,0.21068249,1.0620438,0.24034335,0.80769231,4.122588862,4.073878389,19316
Joey Lucchesi,NYM,30.1,123,9.4945055,2.67032967,3.55555556,1.18681319,0.2601626,0.07317073,0.18699187,0.23636364,1.15384615,0.28571429,0.59210526,3.763440712,4.433952162,19320
Richard Lovelady,KCR,11.1,49,10.32352941,3.17647059,3.25,1.58823529,0.26530612,0.08163265,0.18367347,0.25,1.32352941,0.3,0.6557377,4.228857652,3.180172094,19337
A.J. Puk,OAK,9.2,48,8.37931034,3.72413793,2.25,0.93103448,0.1875,0.08333333,0.10416667,0.3255814,1.86206896,0.39393939,0.68181818,4.204516882,3.954810615,19343
Daulton Jefferies,OAK,8,31,4.5,3.375,1.33333333,1.125,0.12903226,0.09677419,0.03225807,0.18518519,1,0.18181818,0.78947368,5.295034122,5.434396249,19345
Dean Kremer,BAL,30.2,141,6.16304348,3.22826087,1.90909091,3.22826087,0.14893617,0.07801418,0.07092199,0.3125,1.66304348,0.29896907,0.68306011,7.637425422,5.908592876,19350
Corbin Burnes,MIL,81.1,315,12.6147541,1.88114754,6.70588235,0.44262295,0.36190476,0.05396825,0.30793651,0.17931034,0.84836066,0.27272727,0.69732938,1.780689862,2.48631017,19361
Keegan Akin,BAL,70.2,315,7.00471698,4.0754717,1.71875,1.65566038,0.17460317,0.1015873,0.07301587,0.28519856,1.57075472,0.30841121,0.65031983,5.405883182,5.511112603,19362
Walker Buehler,LAD,101.2,392,9.73770492,1.68196721,5.78947368,0.8852459,0.28061224,0.04846939,0.23214285,0.1978022,0.89508197,0.24899598,0.7654321,2.963476742,3.420226378,19374
Tony Gonsolin,LAD,22.2,99,11.9117647,6.35294118,1.875,1.98529412,0.3030303,0.16161616,0.14141414,0.18518519,1.36764706,0.20833333,0.83333333,5.508269412,4.430930986,19388
Dane Dunning,TEX,65,285,9,3.6,2.5,1.24615385,0.22807018,0.09122807,0.13684211,0.27058824,1.46153846,0.32967033,0.72599532,4.308495662,3.539968904,19409
Shane Bieber,CLE,50.1,200,10.37086093,2.14569536,4.83333333,0.89403974,0.29,0.06,0.23,0.20967742,1.01324503,0.27419355,0.82222222,2.931623522,3.147535542,19427
Yohan Ramirez,SEA,18.1,74,12.27272727,3.92727273,3.125,1.47272727,0.33783784,0.10810811,0.22972973,0.16129032,0.98181818,0.19444444,0.69620253,4.206397762,3.907645781,19444
Patrick Sandoval,LAA,59.1,261,10.01123596,4.70224719,2.12903226,1.06179775,0.25287356,0.11877395,0.13409961,0.24122807,1.4494382,0.30769231,0.84196891,4.097000412,4.079851007,19447
Jake Rogers,DET,0.1,2,0,27.00000027,0,0,0,0.5,-0.5,0,3.00000003,0,1,12.17003421,12.17003421,19452
Shaun Anderson,3 Tms,15,73,8.4,3,2.8,1.2,0.19178082,0.06849315,0.12328767,0.28787879,1.6,0.33333333,0.72072072,4.236700792,5.443971,19453
Michael Rucker,CHC,12.2,65,9.2368421,6.39473684,1.44444444,2.13157895,0.2,0.13846154,0.06153846,0.30188679,1.97368421,0.34210526,0.74561404,6.801613072,6.229917144,19454
Kyle Funkhouser,DET,41.1,171,7.18548387,4.35483871,1.65,0.87096774,0.19298246,0.11695906,0.0760234,0.21621622,1.25806452,0.25,0.7231405,4.428098642,4.407933357,19456
Bryan Garcia,DET,25.1,110,7.81578947,3.55263158,2.2,1.42105263,0.2,0.09090909,0.10909091,0.24742268,1.34210526,0.2739726,0.71428571,4.788455172,5.034137419,19457
Jorge Alcala,MIN,35.1,134,8.40566038,1.01886792,8.25,1.01886792,0.24626866,0.02985075,0.21641791,0.21428571,0.87735849,0.25274725,0.69343066,3.283241672,3.359521649,19459
Aaron Civale,CLE,60.2,251,5.93406593,2.37362637,2.5,1.78021978,0.15936255,0.06374502,0.09561753,0.25652174,1.23626374,0.26111111,0.71895425,5.362341812,4.943047266,19479
Ryan Hartman,HOU,2,9,9,0,2,4.5,0.22222222,0,0.22222222,0.33333333,1.5,0.33333333,1,7.670034122,3.816577312,19480
Andrew Vasquez,LAD,1,3,9,0,1,0,0.33333333,0,0.33333333,0,0,0,1,1.170034122,1.170034122,19482
Devin Smeltzer,MIN,2.2,9,3.375,0,1,0,0.11111111,0,0.11111111,0,0,0,0.5,4.670034122,6.654941511,19487
Raynel Espinal,BOS,0.1,3,0,27.00000027,0,0,0,0.33333333,-0.33333333,0.5,6.00000006,0.5,1,12.17003421,17.46312065,19516
Jason Foley,DET,6,29,4.5,4.5,1,1.5,0.10344828,0.10344828,0,0.29166667,1.66666667,0.3,0.8490566,6.836700792,5.552215186,19531
Ryan Hendrix,CIN,16.1,81,12.12244898,5.51020408,2.2,2.75510204,0.27160494,0.12345679,0.14814815,0.30985915,1.95918367,0.38636364,0.84,6.292483102,3.933223831,19535
Jimmy Lambert,CHW,7.2,32,7.04347826,1.17391304,6,2.34782609,0.1875,0.03125,0.15625,0.32258065,1.43478261,0.34782609,0.73170732,5.387425422,4.297462983,19541
Stephen Nogosek,NYM,1,5,18,0,2,9,0.4,0,0.4,0.4,2,0.5,1,12.17003412,2.698758376,19545
Jon Duplantier,ARI,6.1,37,8.52631579,4.2631579,2,4.2631579,0.16216216,0.08108108,0.08108108,0.35483871,2.21052632,0.34782609,0.16949153,9.801613072,5.872386284,19546
JD Hammer,PHI,10,47,9,5.4,1.66666667,1.8,0.21276596,0.12765957,0.08510639,0.275,1.7,0.32142857,0.59210526,5.870034122,4.857960036,19548
Geoff Hartlieb,2 Tms,5,30,5.4,12.6,0.42857143,0,0.1,0.23333333,-0.13333333,0.3,2.6,0.35294118,0.5,7.970034122,10.08726867,19558
Bernardo Flores Jr.,STL,0,1,0,9,0,0,0,1,-1,0,1,0,0,6.170034122,6.170034122,19561
David Bednar,PIT,34.2,138,12.46153846,2.85576923,4.36363636,0.77884615,0.34782609,0.07971014,0.26811595,0.19047619,1.00961538,0.27631579,0.84415584,2.477726432,2.726893086,19569
JoJo Romero,PHI,4.2,20,5.78571428,1.92857143,3,5.78571428,0.15,0.05,0.1,0.36842105,1.71428571,0.30769231,0.52631579,10.88431983,4.417564971,19574
Sean Poppen,3 Tms,13.2,62,11.85365854,3.29268293,3.6,0.65853659,0.29032258,0.08064516,0.20967742,0.26315789,1.46341463,0.36842105,0.43010753,2.584668272,2.408046763,19583
Cionel Perez,CIN,14.2,70,9.81818182,9.20454545,1.06666667,1.84090909,0.22857143,0.21428571,0.01428572,0.24074074,1.90909091,0.27777778,0.6302521,6.715488662,5.981156442,19614
Jordan Hicks,STL,7,32,9,11.57142857,0.77777778,0,0.21875,0.28125,-0.0625,0.13043478,1.71428571,0.1875,0.75,5.027176982,5.783332177,19618
Matt Foster,CHW,22.1,99,8.86567164,4.02985075,2.2,2.41791045,0.22222222,0.1010101,0.12121212,0.26436782,1.47761194,0.27868852,0.69105691,6.035705762,5.545217443,19647
Kyle Wright,ATL,3,15,9,3,3,3,0.2,0.06666667,0.13333333,0.11111111,0.66666667,0,0.86956522,10.50336745,7.934396249,19665
Gregory Soto,DET,44,194,10.84090909,6.13636364,1.76666667,1.43181818,0.27319588,0.15463918,0.1185567,0.20496894,1.43181818,0.25242718,0.7195572,4.942761392,4.759239121,19677
Jordan Sheffield,COL,12,47,6.75,3.75,1.8,0.75,0.19148936,0.10638298,0.08510638,0.14634146,0.91666667,0.16129032,0.75471698,4.253367452,5.375486781,19682
Kyle Cody,TEX,6.1,34,9.94736843,1.42105263,7,1.42105263,0.20588235,0.02941176,0.17647059,0.36666667,1.89473684,0.43478261,0.47619048,4.433192022,4.330644895,19686
Connor Seabold,BOS,2.1,6,0,0,0,0,0,0,0,0.16666667,0.42857143,0.16666667,1,3.170034122,4.682344519,19695
Patrick Murphy,2 Tms,14.2,71,8.59090909,3.68181818,2.33333333,1.22727273,0.1971831,0.08450704,0.11267606,0.3015873,1.70454545,0.36170213,0.66115702,4.670034122,4.100281027,19712
Dustin May,LAD,10.2,44,10.125,0.84375,12,1.6875,0.27272727,0.02272727,0.25,0.21428571,0.9375,0.25,0.97560976,3.920034122,2.14416992,19716
Kodi Whitley,STL,15,61,9.6,4.8,2,0.6,0.26229508,0.13114754,0.13114754,0.15384615,1.06666667,0.19444444,0.68493151,3.503367452,4.753935341,19731
Anthony Bender,MIA,36.2,145,13.74545454,2.45454545,5.6,0.73636364,0.3862069,0.06896552,0.31724138,0.1796875,0.9,0.27777778,0.73170732,2.324579572,2.319560489,19742
Jonathan Loaisiga,NYY,43.1,166,8.93076923,1.45384615,6.14285714,0.41538462,0.25903614,0.04216867,0.21686747,0.2,0.87692308,0.25892857,0.72580645,2.408495662,2.704248741,19753
Reiver Sanmartin,CIN,6,27,6,1.5,4,0,0.14814815,0.03703704,0.11111111,0.34615385,1.66666667,0.40909091,0.8,2.336700792,4.983243979,19754
Shohei Ohtani,LAA,66.1,259,11.66834171,2.57788945,4.52631579,0.40703518,0.33204633,0.07335907,0.25868726,0.17826087,0.90452261,0.26760563,0.72530864,2.431340652,3.332912702,19755
Seth Elledge,STL,5.1,29,8.43750001,10.12500001,0.83333333,0,0.17241379,0.20689655,-0.03448276,0.33333333,2.4375,0.41176471,0.64285714,5.232534122,7.548259416,19766
Will Vest,SEA,19.1,86,7.9137931,6.05172414,1.30769231,0.46551724,0.19767442,0.15116279,0.04651163,0.29577465,1.75862069,0.37037037,0.6547619,4.256241022,4.770208656,19769
Justin Garza,CLE,18,75,10.5,4,2.625,1.5,0.28,0.10666667,0.17333333,0.23076923,1.27777778,0.27906977,0.74468085,4.336700792,3.934396249,19784
Anthony Castro,TOR,14.2,68,12.27272727,3.68181818,3.33333333,1.84090909,0.29411765,0.08823529,0.20588236,0.25423729,1.43181818,0.33333333,0.75757576,4.942761392,4.208429169,19789
Keegan Thompson,CHC,28,126,10.28571429,4.82142857,2.13333333,0.96428571,0.25396825,0.11904762,0.13492063,0.22641509,1.39285714,0.28378378,0.89673913,4.098605552,4.281071735,19795
Wil Crowe,PIT,63.1,292,8.24210526,3.83684211,2.14814815,2.27368421,0.19863014,0.09246575,0.10616439,0.30384615,1.67368421,0.33510638,0.75057737,6.043718332,4.82102566,19800
Bryan Baker,TOR,1,4,9,0,1,0,0.25,0,0.25,0.25,1,0.33333333,1,1.170034122,4.698758376,19804
Daniel Castano,MIA,15.1,69,6.45652174,3.52173913,1.83333333,1.76086957,0.15942029,0.08695652,0.07246377,0.27419355,1.5,0.28571429,0.58510638,5.452642822,4.405036795,19805
Riley Smith,ARI,39.2,184,4.99159664,2.26890756,2.2,1.13445378,0.11956522,0.05434783,0.06521739,0.3255814,1.66386555,0.35172414,0.60655738,4.607008912,5.058900171,19826
Alexander Wells,BAL,31,144,4.06451613,3.48387097,1.16666667,2.61290323,0.09722222,0.08333333,0.01388889,0.30232558,1.64516129,0.28037383,0.64356436,7.395840572,6.467392391,19845
Darwinzon Hernandez,BOS,24.2,111,10.94594594,6.56756757,1.66666667,1.09459459,0.27027027,0.16216216,0.10810811,0.20224719,1.45945946,0.26315789,0.7183908,4.872736822,4.793747825,19848
Michael King,NYY,42.1,179,8.07874016,3.18897638,2.53333333,0.42519685,0.2122905,0.08379888,0.12849162,0.225,1.20472441,0.28099174,0.76171875,3.264522312,3.984040139,19853
Charlie Barnes,MIN,29.2,138,4.5505618,3.64044944,1.25,1.21348315,0.10869565,0.08695652,0.02173913,0.31404959,1.68539326,0.32692308,0.69620253,5.428461092,6.114040207,19865
Brandon Bielak,HOU,27.2,123,7.80722891,4.22891566,1.84615385,1.30120482,0.19512195,0.10569106,0.08943089,0.25242718,1.40963855,0.27848101,0.63186813,5.049552192,5.529602749,19866
Griffin Canning,LAA,34.2,152,10.125,2.59615385,3.9,2.59615385,0.25657895,0.06578947,0.19078948,0.27338129,1.38461538,0.30434783,0.71428571,5.621957202,4.060444837,19867
Drew Carlton,DET,1.2,10,5.39999999,10.79999998,0.5,5.39999999,0.1,0.2,-0.1,0.375,2.99999999,0.33333333,1,13.3700341,9.804503213,19868
Tucker Davidson,ATL,15.2,64,5.74468085,2.87234042,2,1.14893617,0.15625,0.078125,0.078125,0.21052632,1.08510638,0.21276596,0.91549296,4.510459652,4.765405791,19871
Kevin Ginkel,ARI,19.1,78,8.84482759,2.32758621,3.8,0.93103448,0.24358974,0.06410256,0.17948718,0.23943662,1.13793103,0.29411765,0.54455446,3.480378952,3.778233344,19876
Tanner Houck,BOS,36.2,148,13.25454545,2.45454545,5.4,0.49090909,0.36486486,0.06756757,0.29729729,0.21481481,1.06363636,0.34177215,0.56122449,1.997306852,2.77990392,19879
Gabe Klobosits,WSN,4.1,22,4.15384616,4.15384616,1,0,0.09090909,0.09090909,0,0.36842105,2.07692308,0.41176471,0.6,4.323880272,7.174003715,19881
Alex Lange,DET,18.1,87,11.29090909,4.41818182,2.55555556,1.47272727,0.26436782,0.10344828,0.16091954,0.27631579,1.63636364,0.36,0.82733813,4.588215942,4.289463963,19883
Corbin Martin,ARI,8,46,4.5,7.875,0.57142857,5.625,0.08695652,0.15217391,-0.06521739,0.40540541,2.75,0.33333333,0.53333333,12.92003412,8.544303641,19884
Clarke Schmidt,NYY,3.1,20,8.10000001,8.10000001,1,0,0.15,0.15,0,0.2,1.8,0.23076923,0.71428571,4.970034122,6.55796004,19899
Adonis Medina,PHI,5,22,9,5.4,1.66666667,0,0.22727273,0.13636364,0.09090909,0.1875,1.2,0.27272727,0.88888889,4.770034122,5.475778973,19903
Jose Suarez,LAA,77.1,309,7.68103448,3.02586207,2.53846154,0.69827586,0.21359223,0.08414239,0.12944984,0.20216606,1.06034483,0.23923445,0.72751323,3.557965152,4.146396392,19911
Tony Santillan,CIN,25.2,107,12.27272727,3.50649351,3.5,1.75324675,0.3271028,0.09345794,0.23364486,0.1978022,1.09090909,0.23636364,0.91304348,4.377826332,3.632634718,19926
Trevor Stephan,CLE,35.1,157,11.46226415,3.82075472,3,2.80188679,0.2866242,0.0955414,0.1910828,0.23021583,1.33018868,0.25,0.80357143,6.113430352,4.31332551,19932
Jhon Romero,WSN,2.2,11,6.74999999,0,2,0,0.18181818,0,0.18181818,0.3,1.125,0.33333333,0.33333333,1.670034122,4.316577311,19940
Ljay Newsome,SEA,11.1,48,9.52941177,0.79411765,12,0.79411765,0.25,0.02083333,0.22916667,0.28888889,1.23529412,0.35294118,0.63492063,2.464151772,3.807957125,19942
Ian Anderson,ATL,65.2,280,9.04568528,4.11167513,2.2,0.82233503,0.23571429,0.10714286,0.12857143,0.23577236,1.34010152,0.29378531,0.76923077,3.763942752,3.838943056,19951
Jesus Luzardo,2 Tms,71.2,333,9.16744186,4.64651163,1.97297297,2.26046512,0.21921922,0.11111111,0.10810811,0.28919861,1.6744186,0.32178218,0.61349693,6.072359702,5.219906054,19959
Zach Plesac,CLE,76.2,317,6.57391304,1.05652174,6.22222222,1.87826087,0.17665615,0.02839117,0.14826498,0.26,1.13478261,0.26956522,0.63739377,5.009164552,4.459382469,19979
Bryse Wilson,2 Tms,35,150,7.2,2.05714286,3.5,1.54285714,0.18666667,0.05333333,0.13333334,0.30215827,1.42857143,0.33333333,0.57692308,4.484319832,4.120931228,19990
Dylan Lee,ATL,1,6,18,0,2,0,0.33333333,0,0.33333333,0.33333333,2,0.5,1,-0.829965878,0.934396249,19996
Tyler Wells,BAL,36,145,9.5,1.75,5.42857143,2,0.26206897,0.04827586,0.21379311,0.20588235,0.97222222,0.21978022,0.68548387,4.614478562,4.519163045,20000
Wyatt Mills,SEA,10,47,6.3,5.4,1.16666667,0,0.14893617,0.12765957,0.0212766,0.3,1.8,0.35294118,0.61111111,3.570034122,4.275778973,20010
John Schreiber,BOS,2,9,9,4.5,2,0,0.22222222,0.11111111,0.11111111,0.375,2,0.5,1,2.670034122,3.552215186,20020
Darren McCaughan,SEA,5,18,1.8,1.8,1,1.8,0.05555556,0.05555556,0,0.125,0.6,0.07142857,0.76923077,6.570034122,5.734396249,20038
Adrian Morejon,SDP,4,17,6.75,2.25,3,4.5,0.17647059,0.05882353,0.11764706,0.3125,1.5,0.27272727,1,8.920034122,3.743305717,20039
Ronald Bolanos,KCR,4.1,15,12.46153847,2.07692308,6,0,0.4,0.06666667,0.33333333,0.07142857,0.46153846,0.125,0.5,1.093111042,2.314592517,20041
Sean Guenther,MIA,13,59,8.30769231,4.15384615,2,0.69230769,0.20338983,0.10169492,0.10169491,0.2745098,1.53846154,0.33333333,0.20408163,3.939264892,4.567906855,20045
Kaleb Ort,BOS,0.1,2,0,27.00000027,0,0,0,0.5,-0.5,0,3.00000003,0,1,12.17003421,17.46312065,20061
Bailey Falter,PHI,20.2,83,7.40322581,1.30645161,5.66666667,1.74193548,0.20481928,0.03614458,0.1686747,0.24358974,1.06451613,0.25862069,0.40229885,4.621647022,4.666688822,20070
Miguel Sanchez,MIL,12.2,63,12.07894737,6.39473684,1.88888889,0.71052632,0.26984127,0.14285714,0.12698413,0.26923077,1.81578947,0.37142857,0.7079646,3.880560442,5.222204344,20074
Mauricio Llovera,PHI,4.1,20,10.38461539,4.15384616,2.5,2.07692308,0.25,0.1,0.15,0.23529412,1.38461539,0.27272727,0.89285714,5.939264892,5.382227838,20080
Chris Paddack,SDP,50.1,228,9.29801325,1.60927152,5.77777778,1.78807947,0.22807018,0.03947368,0.1885965,0.3254717,1.54966887,0.37820513,0.70769231,4.282616902,3.767995026,20099
James Karinchak,CLE,23.1,104,11.57142857,5.78571429,2,1.92857143,0.28846154,0.14423077,0.14423077,0.2,1.37142857,0.23076923,0.7037037,5.570034122,4.67470783,20151
Nick Nelson,NYY,7.2,43,12.91304347,10.56521739,1.22222222,0,0.25581395,0.20930233,0.04651162,0.26666667,2.2173913,0.4,0.75,4.996121082,6.14679203,20153
Nate Pearson,TOR,10,43,9,5.4,1.66666667,1.8,0.23255814,0.13953488,0.09302326,0.21621622,1.4,0.24,0.89285714,5.570034122,5.263704887,20160
Kyle Muller,ATL,27.2,119,9.43373494,5.53012048,1.70588235,0.3253012,0.24369748,0.14285714,0.10084034,0.20618557,1.3373494,0.26760563,0.76502732,3.495335322,5.002391686,20167
Ty Tice,2 Tms,6,27,7.5,4.5,1.66666667,0,0.18518519,0.11111111,0.07407408,0.25,1.5,0.31578947,0.88888889,3.003367452,5.355850291,20177
Zach Pop,MIA,32.1,152,9.18556701,3.6185567,2.53846154,0.27835052,0.21710526,0.08552632,0.13157894,0.27480916,1.51546392,0.36082474,0.82733813,3.479312472,4.496016039,20185
Garrett Whitlock,BOS,49.1,189,10.39864865,1.82432432,5.7,0.36486486,0.3015873,0.05291005,0.24867725,0.19886364,0.91216216,0.27731092,0.87962963,2.055169262,2.708357437,20191
Ben Bowden,COL,20.1,100,9.29508197,5.31147541,1.75,1.32786885,0.21,0.12,0.09,0.27058824,1.72131148,0.31746032,0.50314465,4.940525922,5.712422283,20198
Eli Morgan,CLE,55,229,9.16363636,2.45454545,3.73333333,1.96363636,0.24454148,0.06550218,0.1790393,0.25714286,1.25454545,0.28965517,0.62030075,4.842761392,4.316108179,20203
Jeremy Beasley,TOR,5.2,27,12.70588235,7.94117647,1.6,1.58823529,0.2962963,0.18518519,0.11111111,0.15789474,1.41176471,0.18181818,0.93023256,6.346504712,6.854609263,20205
Mike Baumann,BAL,6,31,4.5,4.5,1,3,0.09677419,0.09677419,0,0.33333333,2,0.31818182,0.29411765,8.503367452,7.110637667,20206
Yennsy Diaz,NYM,14,63,9,5.14285714,1.75,1.28571429,0.22222222,0.12698413,0.09523809,0.24528302,1.5,0.28947368,0.57291667,4.955748412,5.745148741,20218
Tyler Ivey,HOU,2.1,9,0,0,0,0,0,0,0,0.33333333,1.28571429,0.33333333,0.33333333,3.170034122,6.194654915,20237
Zac Lowther,BAL,24.2,110,8.75675676,3.64864865,2.4,1.82432432,0.21818182,0.09090909,0.12727273,0.26041667,1.41891892,0.29850746,0.59375,5.561926012,5.001108514,20243
Griffin Jax,MIN,50.1,216,7.33112583,2.50331126,2.92857143,2.86092715,0.18981481,0.06481481,0.125,0.25773196,1.27152318,0.23943662,0.60538117,6.686590412,5.638852675,20253
Jonathan Arauz,BOS,1,5,0,0,0,0,0,0,0,0.5,2,0.4,0.5,3.170034122,8.463120502,20275
Deivi Garcia,NYY,4.1,18,10.38461539,4.15384616,2.5,0,0.27777778,0.11111111,0.16666667,0.13333333,0.92307692,0.2,0.8,2.939264892,6.19654882,20276
Cory Abbott,CHC,9.2,44,7.44827586,6.51724138,1.14285714,3.72413793,0.18181818,0.15909091,0.02272727,0.24324324,1.65517241,0.2,1,9.066585842,6.060038361,20277
Jhonathan Diaz,LAA,7.1,37,4.90909091,3.68181818,1.33333333,1.22727273,0.10810811,0.08108108,0.02702703,0.3030303,1.77272727,0.32142857,0.79365079,5.488215942,6.121437024,20298
David Peterson,NYM,50.1,214,8.40397351,4.11258278,2.04347826,1.60927152,0.21962617,0.10747664,0.11214953,0.2459893,1.37086093,0.28030303,0.60606061,5.176656642,4.184188311,20302
Alec Bettinger,MIL,5.1,27,1.6875,0,1,3.375,0.03703704,0,0.03703704,0.42307692,2.0625,0.39130435,0.43478261,8.232534122,6.004077314,20312
Andre Scrubb,HOU,13,55,9.69230769,4.15384615,2.33333333,2.07692308,0.25454545,0.10909091,0.14545454,0.25531915,1.38461538,0.28125,0.79710145,5.400803352,4.708046134,20329
Kyle Dohy,PHI,0.1,3,27.00000027,27.00000027,1,0,0.33333333,0.33333333,0,0.5,6.00000006,1,1,6.170034152,6.170034152,20334
Matt Peacock,ARI,47,206,7.08510638,2.68085106,2.64285714,0.95744681,0.17961165,0.06796117,0.11165048,0.28421053,1.44680851,0.32666667,0.73770492,3.872161782,3.803069749,20339
Riley O'Brien,CIN,1,4,9,0,1,9,0.25,0,0.25,0.25,1,0,1,14.17003412,2.934396249,20348
Brusdar Graterol,LAD,22,90,6.95454545,2.04545455,3.4,0,0.18888889,0.05555556,0.13333333,0.24390244,1.13636364,0.3030303,0.88888889,2.579125032,3.140512981,20367
Ramon Rosso,PHI,5,21,7.2,3.6,2,3.6,0.19047619,0.0952381,0.09523809,0.26315789,1.4,0.23076923,0.95238095,7.970034122,4.181523824,20368
Matt Manning,DET,44.1,207,6.69924812,3.2481203,2.0625,1.01503759,0.15942029,0.07729469,0.0821256,0.30107527,1.62406015,0.34,0.64705882,4.433192012,5.195694553,20369
Bruce Zimmermann,BAL,51.2,225,7.31612903,2.78709677,2.625,1.91612903,0.18666667,0.07111111,0.11555556,0.28292683,1.43225806,0.30519481,0.75907591,5.357130892,4.706623513,20370
Andres Munoz,SEA,0.2,3,13.49999993,13.49999993,1,0,0.33333333,0.33333333,0,0,1.49999999,0,1,4.670034112,4.670034115,20373
Tyler Zuber,KCR,15,64,8.4,6.6,1.27272727,0.6,0.21875,0.171875,0.046875,0.19230769,1.4,0.23684211,0.56122449,4.370034122,5.032481299,20379
Antonio Santos,COL,7.1,31,8.59090909,2.45454546,3.5,1.22727273,0.22580645,0.06451613,0.16129032,0.24137931,1.22727273,0.28571429,0.52631579,3.851852302,4.725668222,20383
Isaac Mattson,BAL,3.2,15,7.36363636,4.9090909,1.5,0,0.2,0.13333333,0.06666667,0.15384615,1.09090909,0.2,0.75,3.170034122,6.538361816,20385
Anthony Kay,TOR,23.2,108,9.12676056,4.18309859,2.18181818,0.76056338,0.22222222,0.10185185,0.12037037,0.25531915,1.47887324,0.32352941,0.76704545,4.015104542,4.034770681,20387
Nick Margevicius,SEA,7.2,43,8.2173913,7.04347826,1.16666667,1.17391304,0.1627907,0.13953488,0.02325582,0.30555556,2.2173913,0.35714286,0.36144578,5.778729772,6.614553694,20395
Luis Madero,MIA,6.1,25,2.84210526,4.2631579,0.66666667,0,0.08,0.12,-0.04,0.0952381,0.78947368,0.10526316,0.66666667,4.433192022,8.890527919,20399
Josh Fleming,TBR,76.2,330,4.34347826,3.28695652,1.32142857,0.58695652,0.11212121,0.08484848,0.02727273,0.26510067,1.39565217,0.28571429,0.71287129,4.187425422,4.996565511,20418
Jovani Moran,MIN,6,28,10.5,7.5,1.4,0,0.25,0.17857143,0.07142857,0.30434783,2,0.4375,0.58333333,3.336700792,4.218881852,20422
Rony Garcia,DET,3,8,6,3,2,0,0.25,0.125,0.125,0,0.33333333,0,1,2.836700792,4.601062916,20430
Enoli Paredes,HOU,6,35,16.5,15,1.1,0,0.31428571,0.28571429,0.02857142,0.18181818,2.33333333,0.33333333,0.5625,5.503367452,6.973669228,20447
Huascar Ynoa,ATL,49,207,10.10204082,2.75510204,3.66666667,1.65306122,0.26570048,0.07246377,0.19323671,0.23404255,1.20408163,0.28,0.74898785,4.414932082,3.323443032,20468
Peter Solomon,HOU,5,21,5.4,5.4,1,0,0.14285714,0.14285714,0,0.16666667,1.2,0.2,1,3.770034122,5.887268674,20476
J.B. Bukauskas,ARI,11,47,6.54545455,2.45454545,2.66666667,1.63636364,0.17021277,0.06382979,0.10638298,0.27906977,1.36363636,0.29411765,0.24590164,4.897306852,4.137636056,20491
Casey Mize,DET,81.1,319,6.86065574,1.7704918,3.875,0.77459016,0.19435737,0.05015674,0.14420063,0.21501706,0.97131148,0.24888889,0.79283887,3.686427562,4.064390517,20492
Kyle Nelson,CLE,7.2,35,7.04347826,3.52173913,2,0,0.17142857,0.08571429,0.08571428,0.28125,1.56521739,0.34615385,0.25,2.778729772,4.619803297,20515
Nick Sandlin,CLE,21.2,92,14.12307692,4.56923077,3.09090909,0.41538462,0.36956522,0.11956522,0.25,0.19230769,1.2,0.31818182,0.93984962,2.431572582,3.053054056,20517
Kutter Crawford,BOS,1,9,9,9,1,9,0.11111111,0.11111111,0,0.71428571,6,0.66666667,0.65217391,17.17003412,9.463120502,20531
Edwin Uceta,LAD,9.1,38,7.71428572,4.82142857,1.6,1.92857143,0.21052632,0.13157895,0.07894737,0.17241379,1.07142857,0.13043478,0.13888889,5.848605552,5.520395657,20539
J.C. Mejia,CLE,24,101,9.75,4.125,2.36363636,1.125,0.25742574,0.10891089,0.14851485,0.22727273,1.29166667,0.28813559,0.55555556,4.253367452,4.098669228,20617
Jordan Holloway,MIA,20.1,92,8.85245902,7.96721312,1.11111111,0.8852459,0.2173913,0.19565217,0.02173913,0.16438356,1.47540984,0.19230769,0.80882353,5.137247242,5.680768778,20631
Yusei Kikuchi,SEA,117.1,520,9.43465909,3.98863636,2.36538462,1.6875,0.23653846,0.1,0.13653846,0.27114967,1.50852273,0.32389937,0.75396825,4.968329572,4.019510121,20633
Humberto Mejia,ARI,12,57,6.75,4.5,1.5,1.5,0.15789474,0.10526316,0.05263158,0.32,1.83333333,0.35,0.72916667,5.336700792,5.375486781,20739
