Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId
J.P. Crawford,SEA,273,0.05494505,0.17582418,0.3125,0.27380952,0.32352941,0.37698413,0.70051354,0.10317461,0.32338308,31.38222903,-1.67709086,0.307001564,98.24243628,15491
Amed Rosario,CLE,188,0.06382979,0.17553191,0.36363636,0.3125,0.35638298,0.48295455,0.83933753,0.17045455,0.36231884,29.80204524,7.035920185,0.35965983,129.0404771,15518
Joseph Odom,TBR,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,15535
Mike Ford,NYY,12,0.08333333,0.33333333,0.25,0.1,0.25,0.1,0.35,0,0.16666667,0.228295535,-1.224861384,0.191058695,16.04021574,15585
Willians Astudillo,MIN,87,0.02298851,0.05747126,0.4,0.24096386,0.26436782,0.39759036,0.66195818,0.1566265,0.22368421,8.189047036,-2.346340621,0.281830192,76.56263777,15608
Aaron Judge,NYY,188,0.12765957,0.23404255,0.54545455,0.29813665,0.39361702,0.59627329,0.98989031,0.29813664,0.32038835,38.36240494,15.59627989,0.414693711,167.1169931,15640
Dominic Smith,NYM,139,0.07913669,0.20143885,0.39285714,0.312,0.36690647,0.416,0.78290647,0.104,0.3814433,19.8951564,3.06275543,0.341057821,118.874193,15653
Billy McKinney,3 Tms,68,0.13235294,0.29411765,0.45,0.22033898,0.32352941,0.38983051,0.71335992,0.16949153,0.2972973,8.215907431,-0.018648439,0.314094993,97.61295527,15654
Austin Meadows,TBR,189,0.07936508,0.22751323,0.34883721,0.19760479,0.26984127,0.29341317,0.56325444,0.09580838,0.24,12.99533707,-9.891884397,0.251168781,61.24302192,15672
Reese McGuire,TOR,42,0.04761905,0.33333333,0.14285714,0.175,0.21428571,0.25,0.46428571,0.075,0.26923077,1.295567782,-3.790481432,0.205347476,21.31325399,15674
Jose Abreu,CHW,153,0.07189542,0.18954248,0.37931034,0.29411765,0.36601307,0.60294118,0.96895425,0.30882353,0.29896907,30.03051384,11.50276313,0.405293562,160.8485745,15676
Rowdy Tellez,2 Tms,63,0.04761905,0.19047619,0.25,0.27586207,0.33333333,0.39655172,0.72988505,0.12068965,0.31818182,7.953861956,0.324788135,0.320657421,98.80724492,15679
Luis Castillo,CIN,15,0,0.13333333,0,0.1,0.1,0.1,0.2,0,0.125,-0.994830629,-2.811276776,0.087905532,-56.76086089,15689
Chance Sisco,2 Tms,14,0.07142857,0.21428571,0.33333333,0.07692308,0.14285714,0.07692308,0.21978022,0,0.1,-0.647121904,-2.342471642,0.112197991,-34.17703619,15694
Tyler O'Neill,STL,98,0.13265306,0.28571429,0.46428571,0.28915663,0.3877551,0.63855422,1.02630932,0.34939759,0.34693878,20.79548327,8.928035108,0.424536204,170.9198573,15711
Tyler Wade,NYY,43,0.04651163,0.23255814,0.2,0.325,0.35714286,0.375,0.73214286,0.05,0.43333333,5.456325763,0.249180139,0.321430368,104.1128825,15730
Brad Keller,KCR,5,0,0.4,0,0,0,0,0,0,0,-0.695265777,-1.300747826,0,-100,15734
Jose Marmolejos,SEA,11,0.18181818,0.27272727,0.66666667,0.11111111,0.27272727,0.11111111,0.38383838,0,0.16666667,0.3423487,-0.989711809,0.205680766,29.79510661,15767
Yonathan Daza,COL,117,0.05982906,0.1965812,0.30434783,0.2962963,0.33913043,0.38888889,0.72801932,0.09259259,0.36904762,14.54041405,0.3721341,0.318270684,84.87284121,15794
Jose Godoy,SEA,4,0,0.5,0,0,0,0,0,0,0,-0.556212622,-1.040598261,0,-100,15808
Wander Suero,WSN,1,0,0,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,15855
Sean Manaea,OAK,2,0,0,0,0,0,0,0,0,0,-0.278106311,-0.520299131,0,-100,15873
Miguel Andujar,NYY,66,0.04545455,0.24242424,0.1875,0.22222222,0.25757576,0.33333333,0.59090909,0.11111111,0.26666667,4.887457965,-3.104905085,0.257567302,60.97014732,15878
Luis Torrens,SEA,151,0.05298013,0.22516556,0.23529412,0.27464789,0.31125828,0.54225352,0.8535118,0.26760563,0.3,23.33341105,5.047853164,0.35483058,130.5533585,15905
Aledmys Diaz,HOU,110,0.06363636,0.17272727,0.36842105,0.26470588,0.31818182,0.47058824,0.78877006,0.20588236,0.29113924,15.08023172,1.759626636,0.333760545,114.185341,15937
Austin Nola,SDP,75,0.06666667,0.09333333,0.71428571,0.34782609,0.38666667,0.43478261,0.82144928,0.08695652,0.38095238,11.68803645,2.605805711,0.356419436,126.321396,15941
Ivan Castillo,SDP,2,0,0,0,0.5,0.5,0.5,1,0,0.5,0.449204824,0.207012005,0.439527661,180.3174767,15971
Clint Frazier,NYY,82,0.15853659,0.32926829,0.48148148,0.1884058,0.31707317,0.24637681,0.56344998,0.05797101,0.29268293,6.72556927,-3.204336339,0.267196205,67.47495922,15983
Willy Adames,2 Tms,168,0.11309524,0.30952381,0.36538462,0.23489933,0.32142857,0.44966443,0.771093,0.2147651,0.30337079,22.55142807,2.207231217,0.330169282,107.2210565,15986
Kean Wong,LAA,7,0,0.14285714,0,0.16666667,0.16666667,0.16666667,0.33333334,0,0.2,-0.12484243,-0.972517299,0.14650922,-15.22934905,15994
Cody Bellinger,LAD,96,0.10416667,0.20833333,0.5,0.11627907,0.20833333,0.1744186,0.38275193,0.05813953,0.13846154,1.14995821,-10.47529714,0.182542762,12.42377978,15998
Stevie Wilkerson,BAL,6,0,0.16666667,0,0.33333333,0.33333333,0.33333333,0.66666666,0,0.4,0.620303338,-0.106275121,0.29301844,82.43607798,16041
Mark Payton,CIN,4,0,0.25,0,0.5,0.5,0.5,1,0,0.66666667,0.898409649,0.414024009,0.439527661,171.6908589,16042
Zach Thompson,MIA,6,0,0.16666667,0,0.5,0.5,0.75,1.25,0.25,0.66666667,1.797614517,1.071036058,0.530175462,239.6865575,16094
Taylor Gushue,CHC,1,0,0,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,16098
Daniel Ponce de Leon,STL,2,0,1,0,0,0,0,0,0,0,-0.278106311,-0.520299131,0,-100,16110
John Curtiss,MIA,3,0,0.33333333,0,0,0,0,0,0,0,-0.417159466,-0.780448696,0,-100,16128
David Hess,MIA,3,0,0.66666667,0,0,0,0,0,0,0,-0.417159466,-0.780448696,0,-100,16130
Aaron Nola,PHI,21,0.04761905,0.38095238,0.125,0.06666667,0.125,0.06666667,0.19166667,0,0.14285714,-1.214362031,-3.757386638,0.098173242,-46.38406142,16149
Austin Slater,SFG,193,0.10880829,0.19170984,0.56756757,0.28402367,0.37305699,0.52071006,0.89376705,0.23668639,0.31147541,33.69518443,10.32357733,0.379076504,140.5160297,16153
Brandon Woodruff,MIL,12,0.16666667,0.5,0.33333333,0.1,0.25,0.1,0.35,0,0.25,0.203295544,-1.249861374,0.188540702,12.35007365,16162
Derek Fisher,MIL,1,0,0,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,16192
J.D. Davis,NYM,65,0.15384615,0.35384615,0.43478261,0.24074074,0.35384615,0.33333333,0.68717948,0.09259259,0.38709677,7.352395323,-0.518871318,0.304778341,95.30312394,16219
Bradley Zimmer,CLE,88,0.07954545,0.34090909,0.23333333,0.21052632,0.29545455,0.26315789,0.55861244,0.05263157,0.31914894,6.431250302,-4.225233766,0.256394919,59.27980065,16221
Tejay Antone,CIN,3,0.33333333,0.33333333,1,0,0.5,0,0.5,0,0,0.441307239,0.07801801,0.345858276,110.8331076,16233
Trea Turner,2 Tms,167,0.06586826,0.11377246,0.57894737,0.39215686,0.43712575,0.7124183,1.14954405,0.32026144,0.39516129,42.75057272,22.52747227,0.477321606,201.1790897,16252
Kyle Freeland,COL,12,0.08333333,0.41666667,0.2,0.11111111,0.2,0.11111111,0.31111111,0,0.25,-0.109091138,-1.562248057,0.157077187,-19.85586757,16256
John Means,BAL,2,0,0.5,0,0,0,0,0,0,0,-0.278106311,-0.520299131,0,-100,16269
Alex Blandino,CIN,19,0.10526316,0.31578947,0.33333333,0.17647059,0.26315789,0.23529412,0.49845201,0.05882353,0.27272727,0.984545756,-1.316286031,0.230694225,36.01009919,16271
Michael Hermosillo,CHC,15,0.06666667,0.4,0.16666667,0.28571429,0.33333333,0.57142857,0.9047619,0.28571428,0.42857143,2.628596821,0.812150673,0.379866155,136.7932877,16285
Yairo Munoz,BOS,6,0,0.16666667,0,0,0,0,0,0,0,-0.834318932,-1.560897392,0,-100,16313
Nick Gordon,MIN,47,0.0212766,0.27659574,0.07692308,0.24444444,0.27659574,0.24444444,0.52104018,0,0.34375,2.634546446,-3.056984817,0.235813991,45.47636378,16337
Pablo Reyes,MIL,42,0.11904762,0.21428571,0.55555556,0.27027027,0.35714286,0.40540541,0.76254827,0.13513514,0.33333333,5.525576374,0.43952716,0.327074759,102.3567626,16357
Tyler Mahle,CIN,18,0.05555556,0.27777778,0.2,0,0.0625,0,0.0625,0,0,-1.859106768,-4.038842146,0.043232284,-85.78542853,16358
Oscar Mercado,CLE,98,0.1122449,0.14285714,0.78571429,0.29411765,0.3814433,0.43529412,0.81673742,0.14117647,0.33333333,15.41028077,3.542832603,0.358120323,128.0004623,16375
Michael Conforto,NYM,146,0.13013699,0.25342466,0.51351351,0.20491803,0.33561644,0.24590164,0.58151808,0.04098361,0.28571429,13.27432343,-4.405752406,0.277954148,77.87523007,16376
Ryan Castellani,COL,1,0,0,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,16377
Francisco Mejia,TBR,115,0.08695652,0.19130435,0.45454545,0.27619048,0.33913043,0.40952381,0.74865424,0.13333333,0.325,15.1225369,1.196449767,0.327001006,112.4715301,16403
Domingo Leyba,2 Tms,21,0,0.23809524,0,0.14285714,0.14285714,0.14285714,0.28571428,0,0.1875,-0.738182858,-3.281207465,0.125579332,-26.24531413,16404
Sergio Alcantara,CHC,81,0.11111111,0.2345679,0.47368421,0.14492754,0.24691358,0.1884058,0.43531938,0.04347826,0.19230769,2.222092374,-7.586716825,0.201221656,20.72652256,16417
Jordan Luplow,2 Tms,109,0.17431193,0.30275229,0.57575758,0.16666667,0.31192661,0.37777778,0.68970439,0.21111111,0.19230769,12.49097703,-0.708531639,0.306569959,95.39323825,16424
Thairo Estrada,SFG,60,0.08333333,0.16666667,0.5,0.23636364,0.3,0.38181818,0.68181818,0.14545454,0.25581395,6.107623815,-1.158160776,0.291096515,83.35472448,16426
Jason Martin,TEX,37,0,0.27027027,0,0.10810811,0.10810811,0.10810811,0.21621622,0,0.14814815,-2.23572221,-6.716289375,0.095033008,-48.56026842,16429
Christian Arroyo,BOS,74,0.02702703,0.22972973,0.11764706,0.32857143,0.35616438,0.52857143,0.88473581,0.2,0.4,12.79057019,3.829435861,0.376972381,136.4489241,16434
Ryan O'Hearn,KCR,34,0.05882353,0.29411765,0.2,0.16129032,0.23529412,0.16129032,0.39658444,0,0.23809524,0.650681793,-3.466596142,0.191195358,13.46287732,16442
Johneshwy Fargas,2 Tms,23,0,0.2173913,0,0.2173913,0.2173913,0.34782609,0.56521739,0.13043479,0.27777778,1.308333093,-1.476884333,0.236817,46.07331795,16446
Jacob Nottingham,2 Tms,22,0.04545455,0.45454545,0.1,0.2,0.27272727,0.7,0.97272727,0.5,0.14285714,4.11821275,1.454091733,0.394311425,150.6908469,16448
Luis Guillorme,NYM,38,0.07894737,0.18421053,0.42857143,0.26470588,0.32432432,0.26470588,0.5890302,0,0.33333333,3.202030847,-1.399632728,0.269909393,72.64848845,16451
Rhys Hoskins,PHI,150,0.12,0.22666667,0.52941176,0.25,0.36,0.5703125,0.9303125,0.3203125,0.26190476,27.73521276,9.570751285,0.391543561,144.2209902,16472
Kyle Schwarber,2 Tms,149,0.1409396,0.2885906,0.48837209,0.26829268,0.38926174,0.39837398,0.78763572,0.1300813,0.37662338,22.62147959,4.57811452,0.351562557,118.7097839,16478
Matt Chapman,OAK,208,0.12019231,0.31730769,0.37878788,0.22777778,0.31730769,0.48888889,0.80619658,0.26111111,0.26213592,29.73421692,4.546163672,0.3408431,120.3638772,16505
Isiah Kiner-Falefa,TEX,214,0.03271028,0.12616822,0.25925926,0.23267327,0.27102804,0.30693069,0.57795873,0.07425742,0.25862069,15.02429673,-10.89033498,0.252919609,58.10012585,16512
Ryan McBroom,KCR,4,0,0.75,0,0.25,0.25,0.25,0.5,0,1,0.171098513,-0.313287126,0.21976383,32.76232685,16524
Mauricio Dubon,SFG,73,0.06849315,0.15068493,0.45454545,0.25,0.30136986,0.42647059,0.72784045,0.17647059,0.25925926,8.129695481,-0.710342439,0.302665543,90.87121539,16530
Danny Jansen,TOR,68,0.08823529,0.23529412,0.375,0.15,0.25,0.33333333,0.58333333,0.18333333,0.14634146,5.117190119,-3.117365751,0.259018153,57.57051436,16535
Shed Long Jr.,SEA,53,0.05660377,0.30188679,0.1875,0.16326531,0.21153846,0.30612245,0.51766091,0.14285714,0.21875,2.453794894,-3.964314828,0.224022329,42.18576117,16542
Ozzie Albies,ATL,175,0.04571429,0.13714286,0.33333333,0.32317073,0.35428571,0.58536585,0.93965156,0.26219512,0.33082707,32.55453457,11.36266284,0.392902666,144.1108514,16556
Austin Gomber,COL,20,0.05,0.4,0.125,0.1875,0.23529412,0.1875,0.42279412,0,0.375,0.459224589,-1.962703608,0.195816619,5.313451923,16561
Connor Joe,COL,59,0.11864407,0.15254237,0.77777778,0.30612245,0.38983051,0.55102041,0.94085092,0.24489796,0.28947368,11.04037372,3.895685543,0.394231039,134.2248935,16572
Yandy Diaz,TBR,218,0.1146789,0.15137615,0.75757576,0.28795812,0.36697248,0.44502618,0.81199866,0.15706806,0.31818182,32.33858648,5.93956913,0.347356656,126.2228022,16578
Kevin Padlo,TBR,11,0.09090909,0.63636364,0.14285714,0.1,0.18181818,0.2,0.38181818,0.1,0.33333333,0.070037592,-1.262022916,0.17576028,10.30076105,16593
Luis Urias,MIL,135,0.1037037,0.17037037,0.60869565,0.24347826,0.33082707,0.46956522,0.80039229,0.22608696,0.24137931,19.39482022,3.046804889,0.341704095,111.8615598,16622
Greg Allen,NYY,15,0.26666667,0.26666667,1,0.5,0.66666667,0.7,1.36666667,0.2,0.83333333,5.037314079,3.220867931,0.573950513,274.7030277,16623
Jason Vosler,SFG,9,0,0.22222222,0,0.25,0.22222222,0.625,0.84722222,0.375,0.16666667,1.135982316,0.046114628,0.320619325,102.5359313,16686
Jose Trevino,TEX,96,0.04166667,0.125,0.33333333,0.18888889,0.22340426,0.25555556,0.47895982,0.06666667,0.21794872,3.454506295,-8.170749051,0.211556956,30.15755955,16725
Brian O'Grady,SDP,5,0,0.4,0,0,0,0,0,0,0,-0.695265777,-1.300747826,0,-100,16729
John Nogowski,2 Tms,46,0.08695652,0.15217391,0.57142857,0.26190476,0.32608696,0.33333333,0.65942029,0.07142857,0.31428571,4.793221975,-0.777212879,0.294005399,83.34117962,16852
Joshua Fuentes,COL,91,0.07692308,0.23076923,0.33333333,0.23809524,0.2967033,0.4047619,0.7014652,0.16666666,0.29508197,9.808771263,-1.211002034,0.298342252,71.92517936,16885
Colin Moran,PIT,95,0.11578947,0.24210526,0.47826087,0.17073171,0.28421053,0.26829268,0.55250321,0.09756097,0.21052632,6.928027839,-4.576131097,0.256206637,58.43408888,16909
Luke Weaver,ARI,2,0,0.5,0,0,0,0,0,0,0,-0.278106311,-0.520299131,0,-100,16918
Aramis Garcia,OAK,22,0,0.18181818,0,0.23809524,0.27272727,0.23809524,0.51082251,0,0.29411765,1.174697384,-1.489423633,0.232600413,47.24046097,16925
Touki Toussaint,ATL,8,0.125,0.5,0.25,0,0.14285714,0,0.14285714,0,0,-0.458355372,-1.427126651,0.09881665,-46.95919396,16929
Jonah Heim,TEX,81,0.03703704,0.2345679,0.15789474,0.25333333,0.275,0.45333333,0.72833333,0.2,0.29090909,9.122734409,-0.68607479,0.304189223,92.73534634,16930
Elieser Hernandez,MIA,5,0,0.2,0,0.33333333,0.33333333,0.33333333,0.66666666,0,0.5,0.516919448,-0.088562601,0.29301844,85.60373633,16933
Lane Thomas,2 Tms,78,0.19230769,0.17948718,1.07142857,0.38095238,0.5,0.6031746,1.1031746,0.22222222,0.47916667,19.06819217,9.622672203,0.465257241,192.0125276,16939
Sean Newcomb,ATL,1,0,0,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,16943
Derek Hill,DET,63,0.03174603,0.23809524,0.13333333,0.31147541,0.33333333,0.45901639,0.79234972,0.14754098,0.4,8.87602348,1.246949659,0.33834883,114.6124998,16947
Chadwick Tromp,SFG,5,0,0.2,0,0.2,0.2,0.2,0.4,0,0.25,0.032045358,-0.573436691,0.175811064,8.452841869,16953
Jake Jewell,CHC,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,16958
Eddy Alvarez,MIA,25,0.08,0.2,0.4,0.1,0.28,0.2,0.48,0.1,0.13333333,1.484849003,-1.542561243,0.239850574,51.06014639,16959
Trevor Williams,2 Tms,8,0.125,0.5,0.25,0.14285714,0.25,0.14285714,0.39285714,0,0.33333333,0.187197029,-0.78157425,0.196346484,20.29470609,16977
Gleyber Torres,NYY,158,0.08860759,0.17721519,0.5,0.29285714,0.35897436,0.44285714,0.8018315,0.15,0.33333333,23.208738,4.075505246,0.345602448,120.4423466,16997
Jefry Rodriguez,WSN,2,0,0.5,0,0,0,0,0,0,0,-0.278106311,-0.520299131,0,-100,17018
Edmundo Sosa,STL,79,0.05063291,0.16455696,0.30769231,0.2173913,0.30379747,0.37681159,0.68060906,0.15942029,0.25,8.443106326,-1.123510053,0.297237641,88.2129588,17022
Magneuris Sierra,MIA,49,0,0.2244898,0,0.24489796,0.24489796,0.24489796,0.48979592,0,0.31578947,1.914129006,-4.019595077,0.215278854,35.09570305,17023
Alex Verdugo,BOS,201,0.04477612,0.17412935,0.25714286,0.22751323,0.26865672,0.28571429,0.55437101,0.05820106,0.26797386,13.0357941,-11.30458428,0.246450623,48.27486721,17027
Sean Reid-Foley,NYM,1,1,0,1,0,1,0,1,0,0,0.433257982,0.312161572,0.691716552,346.6999858,17034
Grayson Greiner,DET,27,0.07407407,0.40740741,0.18181818,0.20833333,0.26923077,0.25,0.51923077,0.04166667,0.38461538,1.522172706,-1.747430361,0.236203881,45.60841491,17062
Pablo Lopez,MIA,14,0,0.35714286,0,0.07142857,0.07142857,0.14285714,0.21428571,0.07142857,0.11111111,-0.919433011,-2.614782749,0.088689038,-47.15071699,17085
Dustin Fowler,PIT,7,0,0.57142857,0,0.14285714,0.14285714,0.14285714,0.28571428,0,0.33333333,-0.246060953,-1.093735822,0.125579332,-26.43551994,17098
Ramon Laureano,OAK,129,0.08527132,0.18604651,0.45833333,0.30434783,0.37984496,0.47826087,0.85810583,0.17391304,0.36363636,21.67390413,6.052467263,0.371133718,140.8267238,17128
Domingo German,NYY,2,0,0.5,0,0,0,0,0,0,0,-0.278106311,-0.520299131,0,-100,17149
Chad Wallach,MIA,22,0,0.59090909,0,0.19047619,0.18181818,0.23809524,0.41991342,0.04761905,0.44444444,0.150075151,-2.514045866,0.176309659,9.777103906,17161
Dinelson Lamet,SDP,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,17186
Monte Harrison,MIA,8,0,0.25,0,0.14285714,0.14285714,0.28571429,0.42857143,0.14285715,0.2,0.061644659,-0.90712662,0.177378075,10.47126284,17216
Yoan Moncada,CHW,154,0.08441558,0.33116883,0.25490196,0.25185185,0.34415584,0.35555556,0.6997114,0.10370371,0.3902439,18.60398133,-0.044865785,0.314074332,99.22536543,17232
Sam Coonrod,PHI,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,17264
Jorge Mateo,2 Tms,75,0.04,0.29333333,0.13636364,0.25352113,0.28378378,0.38028169,0.66406547,0.12676056,0.35416667,7.24049683,-1.841733909,0.286012118,78.55269231,17273
Alex Jackson,2 Tms,40,0.125,0.45,0.27777778,0.08571429,0.2,0.08571429,0.28571429,0,0.17647059,-0.518637126,-5.36249352,0.152393718,-6.879256666,17276
Ranger Suarez,PHI,5,0,0.4,0,0.2,0.2,0.4,0.6,0.2,0.33333333,0.332045388,-0.273436662,0.248329306,51.17353858,17277
Bobby Bradley,CLE,78,0.08974359,0.3974359,0.22580645,0.16176471,0.26923077,0.42647059,0.69570136,0.26470588,0.1875,8.516580019,-0.92893995,0.300032203,88.75899548,17278
Justus Sheffield,SEA,2,0,0.5,0,0.5,0.5,0.5,1,0,1,0.449204824,0.207012005,0.439527661,187.7705256,17285
Justin Steele,CHC,2,0,1,0,0,0,0,0,0,0,-0.278106311,-0.520299131,0,-100,17312
Michael Chavis,2 Tms,51,0,0.31372549,0,0.2745098,0.2745098,0.52941176,0.80392156,0.25490196,0.34375,7.089160419,0.913243516,0.336069199,108.2943734,17321
Cole Tucker,PIT,34,0.08823529,0.26470588,0.33333333,0.16129032,0.23529412,0.19354839,0.42884251,0.03225807,0.22727273,0.925681832,-3.191596103,0.200971102,22.54711856,17326
Willi Castro,DET,136,0.03676471,0.16176471,0.22727273,0.28125,0.31111111,0.3828125,0.69392361,0.1015625,0.33018868,14.88215797,-1.586953767,0.300323133,88.92421602,17338
Rafael Devers,BOS,252,0.07936508,0.16269841,0.48780488,0.27753304,0.3452381,0.40528634,0.75052444,0.1277533,0.31491713,33.5117046,2.995409311,0.328792973,103.9012938,17350
Yermin Mercedes,CHW,70,0.07142857,0.08571429,0.83333333,0.33846154,0.38571429,0.52307692,0.90879121,0.18461538,0.35087719,12.50981034,4.033061655,0.384062288,146.5057735,17423
Erick Fedde,WSN,17,0,0.17647059,0,0,0,0,0,0,0,-2.363903642,-4.42254261,0,-100,17425
Jeff Hoffman,CIN,2,0,0,0,0.5,0.5,0.5,1,0,0.5,0.449204824,0.207012005,0.439527661,171.6908589,17432
Jose Siri,HOU,17,0.05882353,0.23529412,0.25,0.33333333,0.41176471,0.66666667,1.07843138,0.33333334,0.4,3.945112705,1.886473738,0.44854777,191.7299239,17452
Kelvin Gutierrez,2 Tms,81,0.0617284,0.27160494,0.22727273,0.25333333,0.30864198,0.4,0.70864198,0.14666667,0.33333333,9.350149733,-0.458659465,0.307582589,92.19659175,17468
Troy Stokes Jr.,PIT,6,0.16666667,0.33333333,0.5,0,0.33333333,0,0.33333333,0,0,0.335303332,-0.391275127,0.23560817,45.05109999,17478
Jack Flaherty,STL,3,0,0.33333333,0,0.33333333,0.33333333,1.33333333,1.66666666,1,0,1.242990114,0.879700884,0.668839534,329.6456923,17479
Eloy Jimenez,CHW,59,0.08474576,0.27118644,0.3125,0.16981132,0.25423729,0.32075472,0.57499201,0.1509434,0.2,4.266207809,-2.878480373,0.255459697,59.62821101,17484
Taylor Ward,LAA,77,0.1038961,0.18181818,0.57142857,0.3030303,0.39473684,0.45454545,0.84928229,0.15151515,0.36,12.98561561,3.66119205,0.371894673,137.0299376,17548
JT Brubaker,PIT,13,0,0.38461538,0,0.07692308,0.07692308,0.07692308,0.15384616,0,0.125,-1.080379885,-2.654633213,0.06761964,-64.09239683,17578
Mitch Keller,PIT,8,0,0.375,0,0.25,0.25,0.25,0.5,0,0.4,0.342197027,-0.626574252,0.21976383,34.756905,17594
Myles Straw,2 Tms,202,0.1039604,0.2029703,0.51219512,0.24309392,0.32178218,0.27071823,0.59250041,0.02762431,0.31428571,17.43148658,-7.029988212,0.272363553,71.61026698,17620
JT Riddle,MIN,1,0,0,0,1,1,1,2,0,1,0.58825798,0.46716157,0.879055321,480.0184552,17642
Alex Bregman,HOU,141,0.13475177,0.13475177,1,0.3,0.39716312,0.44166667,0.83882979,0.14166667,0.32653061,22.1753383,5.100744506,0.3581495,130.6613147,17678
Vimael Machin,OAK,12,0.16666667,0.16666667,1,0.22222222,0.36363636,0.22222222,0.58585858,0,0.28571429,1.166901638,-0.28625528,0.285594886,83.0409113,17684
Kevin Newman,PIT,177,0.05084746,0.04519774,1.125,0.2208589,0.25862069,0.34355828,0.60217897,0.12269938,0.21428571,12.69949444,-8.734570107,0.254782798,57.50900967,17696
Matt Beaty,LAD,22,0.04545455,0.18181818,0.25,0.35,0.40909091,0.5,0.90909091,0.15,0.4,4.134469236,1.470348219,0.395204525,150.5918343,17710
Steven Duggar,SFG,50,0.14,0.32,0.4375,0.23255814,0.34,0.3255814,0.6655814,0.09302326,0.34615385,5.230828605,-0.823991888,0.294508306,85.571393,17719
Skye Bolt,OAK,22,0,0.13636364,0,0.04761905,0.04761905,0.04761905,0.0952381,0,0.05555556,-2.29722442,-4.961345437,0.041859777,-81.61449699,17723
Nabil Crismatt,SDP,3,0,0.66666667,0,0,0,0,0,0,0,-0.417159466,-0.780448696,0,-100,17732
Evan Phillips,LAD,2,0,1,0,0,0,0,0,0,0,-0.278106311,-0.520299131,0,-100,17734
Richie Martin,BAL,41,0.02439024,0.2195122,0.11111111,0.275,0.29268293,0.3,0.59268293,0.025,0.35483871,3.171554281,-1.793398523,0.261558934,61.18358832,17736
Max Schrock,CIN,11,0.09090909,0.36363636,0.25,0.1,0.18181818,0.2,0.38181818,0.1,0.16666667,0.070037592,-1.262022916,0.17576028,0.319074127,17750
DJ Stewart,BAL,47,0.10638298,0.29787234,0.35714286,0.2195122,0.31914894,0.2195122,0.53866114,0,0.33333333,3.469168725,-2.222362539,0.257276875,58.2908406,17766
Braden Bishop,SEA,2,0,0.5,0,0.5,0.5,0.5,1,0,1,0.449204824,0.207012005,0.439527661,187.7705256,17806
Willie Calhoun,TEX,60,0.05,0.08333333,0.6,0.23636364,0.3,0.38181818,0.68181818,0.14545454,0.24489796,6.426249594,-0.839534997,0.297514898,88.22650151,17838
Adbert Alzolay,CHC,10,0,0.5,0,0.1,0.1,0.2,0.3,0.1,0.2,-0.363220389,-1.574184488,0.124164653,-29.33803108,17859
Tyler Nevin,BAL,7,0.28571429,0.14285714,2,0.6,0.71428571,1.6,2.31428571,1,0.66666667,3.886022096,3.038347227,0.839034966,451.2978903,17893
Andrew Benintendi,KCR,156,0.04487179,0.17307692,0.25925926,0.30344828,0.33974359,0.45517241,0.794916,0.15172413,0.35042735,22.17871354,3.287673601,0.339898277,113.9192291,17901
Brendan Rodgers,COL,106,0.02830189,0.13207547,0.21428571,0.31683168,0.3490566,0.63366337,0.98271997,0.31683169,0.30379747,21.30858531,8.472365868,0.411030385,145.1395636,17907
Ian Happ,CHC,125,0.104,0.304,0.34210526,0.21296296,0.30081301,0.35185185,0.65266486,0.13888889,0.29411765,12.45984697,-2.677204267,0.288540302,77.45814769,17919
Cody Ponce,PIT,3,0,0.33333333,0,0,0,0,0,0,0,-0.417159466,-0.780448696,0,-100,17920
Isan Diaz,MIA,86,0.08139535,0.24418605,0.33333333,0.16883117,0.24418605,0.19480519,0.43899124,0.02597402,0.22807018,1.877100064,-8.537191184,0.194445438,21.56006551,17922
Cedric Mullins,BAL,247,0.06882591,0.18623482,0.36956522,0.27678571,0.33739837,0.45089286,0.78829123,0.17410715,0.31176471,34.84921625,4.938403018,0.338591382,113.2229079,17929
Andrew Stevenson,WSN,30,0.03333333,0.16666667,0.2,0.21428571,0.23333333,0.42857143,0.66190476,0.21428572,0.18181818,2.630260175,-1.00263212,0.274032501,67.52576379,17932
Sam Hilliard,COL,57,0.10526316,0.36842105,0.28571429,0.25490196,0.33333333,0.50980392,0.84313725,0.25490196,0.34615385,8.713852147,1.811356786,0.352834755,107.3293956,17954
Tyler Gilbert,ARI,3,0,0.33333333,0,0,0,0,0,0,0,-0.417159466,-0.780448696,0,-100,17964
Peter Lambert,COL,1,0,1,0,0,0,0,0,0,0,-0.139053155,-0.260149565,0,-100,17969
Scott Kingery,PHI,14,0,0.71428571,0,0.07142857,0.07142857,0.07142857,0.14285714,0,0.25,-1.219433041,-2.914782779,0.062789666,-69.37305499,17975
